"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.060949042E0,4.409829712E-1,1.532064056E0,9.555379486E0,9.687464239E0
1.070974042E0,3.773652649E-1,1.445543976E0,9.621242523E0,9.736545056E0
1.080998042E0,3.570075989E-1,1.384321289E0,9.841584320E0,9.944877163E0
1.091023042E0,3.909869385E-1,1.428329773E0,9.888287201E0,9.998560921E0
1.101048042E0,4.167333984E-1,1.404828644E0,9.856702881E0,9.965028948E0
1.111072042E0,4.164340210E-1,1.426383820E0,9.849667511E0,9.961121331E0
1.121097042E0,4.331991577E-1,1.493743744E0,9.782756653E0,9.905617578E0
1.131121042E0,4.772076416E-1,1.525477753E0,9.708511047E0,9.839207095E0
1.141146042E0,4.905299377E-1,1.557511139E0,9.661658478E0,9.798678743E0
1.151171042E0,4.430786133E-1,1.547781372E0,9.638756104E0,9.772285559E0
1.161195042E0,4.354444885E-1,1.495989075E0,9.757908325E0,9.881516589E0
1.171220042E0,3.650907898E-1,1.508113861E0,1.001686981E1,1.013633955E1
1.181245042E0,2.951861572E-1,1.513652344E0,9.927655334E0,1.004672179E1
1.191269042E0,3.008743286E-1,1.482816467E0,9.961185608E0,1.007543988E1
1.201294042E0,3.637435913E-1,1.540746002E0,9.820478210E0,9.947260926E0
1.211319042E0,3.695814514E-1,1.541045380E0,9.653275909E0,9.782491865E0
1.221343042E0,3.752696228E-1,1.534159698E0,9.624535675E0,9.753264081E0
1.231368042E0,4.076023865E-1,1.580862579E0,9.556576996E0,9.695020891E0
1.241392042E0,4.090992737E-1,1.585951996E0,9.673184509E0,9.810866654E0
1.251417042E0,4.043092346E-1,1.586101685E0,9.744735718E0,9.881247832E0
1.261442042E0,3.481759644E-1,1.578467560E0,9.754016418E0,9.887043169E0
1.271466042E0,2.574645996E-1,1.548080750E0,9.692793732E0,9.819016873E0
1.281491042E0,2.128573608E-1,1.484463043E0,9.636361084E0,9.752353240E0
1.291516042E0,2.417472839E-1,1.510658569E0,9.627978516E0,9.748769223E0
1.301540042E0,3.528163147E-1,1.557062073E0,9.710457001E0,9.840828055E0
1.311565042E0,4.339476013E-1,1.607207794E0,9.800868988E0,9.941250441E0
1.321590042E0,4.468208313E-1,1.649270325E0,9.880204010E0,1.002687253E1
1.331614042E0,4.320016479E-1,1.621577911E0,9.950258331E0,1.009077704E1
1.341639042E0,3.884422302E-1,1.579964447E0,9.732610931E0,9.867668953E0
1.351663042E0,4.364923096E-1,1.528321838E0,9.664801941E0,9.794625554E0
1.361688042E0,4.688250732E-1,1.599723358E0,9.817484436E0,9.958007452E0
1.371713042E0,3.363505554E-1,1.609752502E0,9.784702606E0,9.921937306E0
1.381737042E0,3.055146790E-1,1.583556976E0,9.674382019E0,9.807887610E0
1.391762042E0,3.650907898E-1,1.610201569E0,9.748627625E0,9.887455736E0
1.401787042E0,3.670367432E-1,1.624871063E0,9.727970581E0,9.869566027E0
1.411811042E0,3.429368591E-1,1.601819000E0,9.607022095E0,9.745681265E0
1.421836042E0,3.758683777E-1,1.625320129E0,9.655072174E0,9.798130498E0
1.431861042E0,3.734733582E-1,1.655856628E0,9.699978790E0,9.847381990E0
1.441885042E0,3.664379883E-1,1.651665344E0,9.720785522E0,9.866911694E0
1.451910042E0,3.999682617E-1,1.632654877E0,9.763596497E0,9.907237410E0
1.461934042E0,4.053570557E-1,1.639690247E0,9.798174591E0,9.942691978E0
1.471959042E0,3.852987671E-1,1.629212036E0,9.791139221E0,9.933236846E0
1.481984042E0,3.460803223E-1,1.641336823E0,9.755812683E0,9.898971626E0
1.492008042E0,3.040177917E-1,1.630409546E0,9.708960114E0,9.849597382E0
1.502033042E0,3.736230469E-1,1.641187134E0,9.674082642E0,9.819417719E0
1.512057542E0,3.909869385E-1,1.638792114E0,9.839039612E0,9.982244781E0
1.522081542E0,3.457809448E-1,1.650318146E0,9.763297119E0,9.907829484E0
1.532106542E0,3.382965088E-1,1.587897949E0,9.703571320E0,9.838453170E0
1.542130542E0,4.541555786E-1,1.578766937E0,9.826914825E0,9.963283461E0
1.552155542E0,5.014572144E-1,1.630110168E0,9.942175140E0,1.008739635E1
1.562180542E0,3.878434753E-1,1.676962738E0,9.934690704E0,1.008269339E1
1.572204542E0,3.373983765E-1,1.681453400E0,9.881551208E0,1.002926605E1
1.582229542E0,3.941304016E-1,1.693129120E0,9.760153656E0,9.913759346E0
1.592254542E0,3.823049927E-1,1.654509430E0,9.637109528E0,9.785572983E0
1.602278542E0,3.429368591E-1,1.611698456E0,9.627379761E0,9.767375219E0
1.612303542E0,3.299139404E-1,1.660646667E0,9.626930695E0,9.774680821E0
1.622328542E0,3.119512939E-1,1.717827759E0,9.591005402E0,9.748621976E0
1.632352542E0,2.513273621E-1,1.710343323E0,9.526938629E0,9.682509973E0
1.642377542E0,2.802172852E-1,1.686692505E0,9.503736877E0,9.656317516E0
1.652401542E0,3.881428528E-1,1.724563751E0,9.608668671E0,9.769917534E0
1.662426542E0,4.171824646E-1,1.768721924E0,9.526040497E0,9.697827901E0
1.672451542E0,3.582051086E-1,1.745520172E0,9.555529175E0,9.720251508E0
1.682475542E0,3.327580261E-1,1.726509705E0,9.649982758E0,9.808859816E0
1.692500542E0,3.236270142E-1,1.628463593E0,9.658065948E0,9.799738057E0
1.702525542E0,3.879931641E-1,1.610800323E0,9.770482178E0,9.909971663E0
1.712549542E0,4.321513367E-1,1.636995850E0,9.861492920E0,1.000577597E1
1.722574542E0,4.480183411E-1,1.670825500E0,9.844578094E0,9.995403751E0
1.732599542E0,3.926335144E-1,1.700763245E0,9.722731476E0,9.878171088E0
1.742623542E0,3.342549133E-1,1.707199860E0,9.594148865E0,9.750587169E0
1.752648542E0,3.748205566E-1,1.677411804E0,9.571845245E0,9.724938160E0
1.762672542E0,4.644841003E-1,1.687291260E0,9.749525757E0,9.905349553E0
1.772697542E0,4.320016479E-1,1.706451416E0,9.746981049E0,9.904657562E0
1.782722542E0,3.603007507E-1,1.661245422E0,9.747729492E0,9.894836191E0
1.792746542E0,3.013233948E-1,1.657054138E0,9.826615448E0,9.969904481E0
1.802771542E0,3.234773254E-1,1.634600830E0,9.773026886E0,9.914061326E0
1.812796542E0,3.641926575E-1,1.610950012E0,9.730066223E0,9.869244396E0
1.822820542E0,3.878434753E-1,1.613345032E0,9.779164124E0,9.918939243E0
1.832845542E0,3.814068604E-1,1.641336823E0,9.794731750E0,9.938623035E0
1.842869542E0,3.661386108E-1,1.686991882E0,9.805209961E0,9.956010319E0
1.852894542E0,3.495231628E-1,1.707798615E0,9.793234863E0,9.947170032E0
1.862919542E0,3.309617615E-1,1.692380676E0,9.756411438E0,9.907636054E0
1.872943542E0,3.611988831E-1,1.689386902E0,9.715696106E0,9.868092195E0
1.882968542E0,3.597019958E-1,1.713187408E0,9.688303070E0,9.845182223E0
1.892993542E0,3.444337463E-1,1.698218536E0,9.671238556E0,9.825244832E0
1.903017542E0,3.779640198E-1,1.660197601E0,9.705966339E0,9.854181623E0
1.913042542E0,4.168830872E-1,1.674268341E0,9.764494629E0,9.915761259E0
1.923067542E0,4.035607910E-1,1.668729858E0,9.780810699E0,9.930346348E0
1.933091542E0,3.694317627E-1,1.655407562E0,9.784103851E0,9.930032336E0
1.943116542E0,3.832031250E-1,1.656605072E0,9.759255524E0,9.906273435E0
1.953140542E0,4.053570557E-1,1.701511688E0,9.761500854E0,9.916973092E0
1.963165542E0,3.516188049E-1,1.689087524E0,9.719288635E0,9.871232143E0
1.973190542E0,3.606001282E-1,1.669777679E0,9.695937195E0,9.845272370E0
1.983214542E0,4.119433594E-1,1.678010559E0,9.751920776E0,9.903806117E0
1.993239542E0,4.261637878E-1,1.697470093E0,9.767039337E0,9.922604381E0
2.003264542E0,4.126918030E-1,1.698817291E0,9.726773071E0,9.882631689E0
2.013288542E0,3.920347595E-1,1.724114685E0,9.697583771E0,9.857453712E0
2.023313542E0,3.623963928E-1,1.691632233E0,9.713450775E0,9.866310188E0
2.033337542E0,3.872447205E-1,1.678908691E0,9.747430115E0,9.898539625E0
2.043362542E0,4.152365112E-1,1.687890015E0,9.758956146E0,9.912548569E0
2.053387542E0,3.838018799E-1,1.665885773E0,9.746531982E0,9.895320357E0
2.063411542E0,3.827540588E-1,1.657652893E0,9.735305328E0,9.882837832E0
2.073436542E0,3.974235535E-1,1.686243439E0,9.732161865E0,9.885157408E0
2.083461542E0,4.372407532E-1,1.739532623E0,9.704768829E0,9.869128191E0
2.093485542E0,4.499642944E-1,1.775457916E0,9.673334198E0,9.845207625E0
2.103510542E0,4.231700134E-1,1.773362274E0,9.634864197E0,9.805839827E0
2.113535542E0,4.345463562E-1,1.749112701E0,9.700577545E0,9.866581500E0
2.123559542E0,4.755610657E-1,1.712888031E0,9.814640350E0,9.974332506E0
2.133584542E0,4.604425049E-1,1.690285034E0,9.846074982E0,1.000071314E1
2.143608542E0,4.340972900E-1,1.668131104E0,9.750423889E0,9.901609357E0
2.153633542E0,3.616479492E-1,1.658251648E0,9.634564819E0,9.782915058E0
2.163658542E0,3.760180664E-1,1.661993866E0,9.616602173E0,9.766404177E0
2.173682542E0,4.411326599E-1,1.676813049E0,9.691296844E0,9.845178239E0
2.183707542E0,4.586462402E-1,1.678908691E0,9.748777313E0,9.902916231E0
2.193732542E0,4.423301697E-1,1.714833984E0,9.775272217E0,9.934397741E0
2.203756542E0,3.908372498E-1,1.723665619E0,9.727671204E0,9.886928945E0
2.213781542E0,3.707789612E-1,1.713486786E0,9.695039063E0,9.852273668E0
2.223805542E0,3.983216858E-1,1.686692505E0,9.736802216E0,9.889838682E0
2.233830542E0,3.921844482E-1,1.716181183E0,9.777966614E0,9.935175771E0
2.243855542E0,3.791615295E-1,1.701511688E0,9.776469727E0,9.930672978E0
2.253879542E0,3.968247986E-1,1.689237213E0,9.743089142E0,9.896402291E0
2.263904542E0,4.212240601E-1,1.716330872E0,9.727371826E0,9.886606294E0
2.273929542E0,3.980223083E-1,1.719923401E0,9.708061981E0,9.867270428E0
2.283953542E0,3.971241760E-1,1.746717682E0,9.710007935E0,9.873853572E0
2.293978542E0,3.805087280E-1,1.727108459E0,9.733509064E0,9.892870626E0
2.304002542E0,3.421884155E-1,1.692979431E0,9.754914551E0,9.906645757E0
2.314027542E0,3.513194275E-1,1.672621765E0,9.758507080E0,9.907045440E0
2.324052542E0,3.951782227E-1,1.700164490E0,9.733958130E0,9.889219686E0
2.334076542E0,3.888912964E-1,1.731299744E0,9.714049530E0,9.874785745E0
2.344101542E0,3.692820740E-1,1.742077332E0,9.693242798E0,9.855463389E0
2.354126542E0,3.713777161E-1,1.744472351E0,9.676178284E0,9.839183471E0
2.364150542E0,3.719764709E-1,1.721420288E0,9.680070190E0,9.838974194E0
2.374175542E0,3.498225403E-1,1.719474335E0,9.732910309E0,9.889818546E0
2.384200542E0,3.445834351E-1,1.698667603E0,9.765841827E0,9.918461371E0
2.394224542E0,3.752696228E-1,1.713187408E0,9.771529999E0,9.927670266E0
2.404249542E0,3.899391174E-1,1.736389160E0,9.749525757E0,9.910618160E0
2.414273542E0,3.731739807E-1,1.735341339E0,9.745334473E0,9.905665670E0
2.424298542E0,3.415896606E-1,1.740730133E0,9.701325989E0,9.862177794E0
2.434323542E0,2.848576355E-1,1.738035736E0,9.644144897E0,9.803644368E0
2.444347542E0,2.787203979E-1,1.695823517E0,9.610315247E0,9.762769156E0
2.454372542E0,3.236270142E-1,1.707948303E0,9.616153107E0,9.772012199E0
2.464397542E0,3.373983765E-1,1.712888031E0,9.630822601E0,9.787776410E0
2.474421542E0,3.511697388E-1,1.745370483E0,9.705217896E0,9.867162343E0
2.484446542E0,3.338058472E-1,1.790875854E0,9.750274200E0,9.918997412E0
2.494470542E0,3.270698547E-1,1.758243713E0,9.703271942E0,9.866705733E0
2.504495542E0,3.570075989E-1,1.740430756E0,9.661957855E0,9.823949472E0
2.514520792E0,3.249742126E-1,1.717977448E0,9.654473419E0,9.811519340E0
2.524544792E0,3.311114502E-1,1.723216553E0,9.707912292E0,9.865225348E0
2.534569792E0,3.400927734E-1,1.732497253E0,9.757159882E0,9.915612880E0
2.544594792E0,3.504212952E-1,1.709145813E0,9.776320038E0,9.930780834E0
2.554618792E0,3.534150696E-1,1.722318420E0,9.771829376E0,9.928742736E0
2.564643792E0,3.549119568E-1,1.726360016E0,9.779463501E0,9.937011008E0
2.574667792E0,3.671864319E-1,1.731449432E0,9.753267975E0,9.912566731E0
2.584692792E0,3.222798157E-1,1.733395386E0,9.681417389E0,9.840648683E0
2.594717792E0,2.969824219E-1,1.721420288E0,9.616302795E0,9.773677190E0
2.604741792E0,3.140469360E-1,1.701212311E0,9.585466919E0,9.740324679E0
2.614766792E0,3.103047180E-1,1.711540833E0,9.592502289E0,9.748936414E0
2.624791792E0,3.140469360E-1,1.728305969E0,9.643845520E0,9.802521278E0
2.634815792E0,3.245251465E-1,1.741179199E0,9.670490112E0,9.831347852E0
2.644840792E0,3.140469360E-1,1.741179199E0,9.683812408E0,9.844112618E0
2.654864792E0,3.257226562E-1,1.742975464E0,9.685009918E0,9.845987804E0
2.664889792E0,3.478765869E-1,1.758842468E0,9.738299103E0,9.901970226E0
2.674914792E0,3.215313721E-1,1.725611572E0,9.742939453E0,9.899797317E0
2.684938792E0,2.880010986E-1,1.706750793E0,9.766141205E0,9.918339424E0
2.694963792E0,2.829116821E-1,1.675615540E0,9.742041321E0,9.889140284E0
2.704988792E0,3.132984924E-1,1.685644684E0,9.737101593E0,9.886895437E0
2.715012792E0,2.942880249E-1,1.687291260E0,9.740993500E0,9.890425249E0
2.725037792E0,3.167413330E-1,1.726809082E0,9.703122253E0,9.860668139E0
2.735061792E0,3.489244080E-1,1.751657410E0,9.701176300E0,9.864221892E0
2.745086792E0,3.095562744E-1,1.759890289E0,9.694589996E0,9.857896029E0
2.755111792E0,3.138972473E-1,1.714833984E0,9.724677429E0,9.879703345E0
2.765135792E0,3.353027344E-1,1.691183167E0,9.756112061E0,9.907282724E0
2.775160792E0,3.490740967E-1,1.697619781E0,9.791139221E0,9.943348173E0
2.785185792E0,3.299139404E-1,1.679657135E0,9.787995758E0,9.936546294E0
2.795209792E0,3.763174438E-1,1.696422272E0,9.799821167E0,9.952685982E0
2.805234792E0,3.698808289E-1,1.721420288E0,9.804910583E0,9.961745389E0
2.815259792E0,3.396437073E-1,1.740580444E0,9.752968597E0,9.912889316E0
2.825283792E0,3.278182983E-1,1.726659393E0,9.717642059E0,9.875291626E0
2.835308792E0,3.179388428E-1,1.733096008E0,9.720037079E0,9.878452697E0
2.845332792E0,3.121009827E-1,1.750010834E0,9.751322021E0,9.912024319E0
2.855357792E0,3.252735901E-1,1.750609589E0,9.733958130E0,9.895472587E0
2.865382792E0,3.396437073E-1,1.741328888E0,9.701176300E0,9.862069040E0
2.875406792E0,3.195854187E-1,1.733545074E0,9.639055481E0,9.798913406E0
2.885431792E0,3.466790771E-1,1.730700989E0,9.569450226E0,9.730873030E0
2.895456792E0,3.754193115E-1,1.736389160E0,9.545500031E0,9.709405636E0
2.905480792E0,3.920347595E-1,1.778900757E0,9.596693573E0,9.768045183E0
2.915505792E0,4.074526978E-1,1.792821808E0,9.673483887E0,9.846650103E0
2.925529792E0,3.977229309E-1,1.773362274E0,9.758806458E0,9.926595628E0
2.935554792E0,3.561094666E-1,1.745220795E0,9.777966614E0,9.938875222E0
2.945579792E0,3.185375977E-1,1.711540833E0,9.802515564E0,9.955910285E0
2.955603792E0,3.173400879E-1,1.698368225E0,9.806557159E0,9.957596230E0
2.965628792E0,3.242257690E-1,1.682351532E0,9.816586304E0,9.964978459E0
2.975653792E0,2.987786865E-1,1.684297485E0,9.780062256E0,9.928531838E0
2.985677792E0,3.020718384E-1,1.705403595E0,9.729916534E0,9.882860142E0
2.995702792E0,3.550616455E-1,1.746717682E0,9.690698090E0,9.853259405E0
3.005726792E0,3.933819580E-1,1.810185699E0,9.639205170E0,9.815589536E0
3.015751792E0,3.818559265E-1,1.811981964E0,9.598789215E0,9.775778587E0
3.025776792E0,3.567082214E-1,1.806144104E0,9.605674896E0,9.780510595E0
3.035800792E0,3.294648743E-1,1.767524414E0,9.633217621E0,9.799569959E0
3.045825792E0,3.251239014E-1,1.718127136E0,9.724078674E0,9.880049214E0
3.055850792E0,3.171903992E-1,1.712139587E0,9.751920776E0,9.906159223E0
3.065874792E0,3.474275208E-1,1.723366241E0,9.800270233E0,9.956705968E0
3.075899792E0,3.607498169E-1,1.744472351E0,9.800419922E0,9.961001700E0
3.085923792E0,3.661386108E-1,1.743424530E0,9.772278442E0,9.933328371E0
3.095948792E0,3.863465881E-1,1.735341339E0,9.757459259E0,9.918098832E0
3.105973792E0,3.891906738E-1,1.715881805E0,9.805060272E0,9.961672886E0
3.115997792E0,3.833528137E-1,1.724713440E0,9.808203735E0,9.966065239E0
3.126022792E0,3.864962769E-1,1.723665619E0,9.798923035E0,9.956871757E0
3.136047792E0,3.490740967E-1,1.765578461E0,9.767039337E0,9.931474082E0
3.146071792E0,2.963836670E-1,1.755699005E0,9.681118011E0,9.843493700E0
3.156096792E0,3.007246399E-1,1.743274841E0,9.660610657E0,9.821244358E0
3.166120792E0,3.156935120E-1,1.753753052E0,9.677525482E0,9.840214003E0
3.176145792E0,3.403921509E-1,1.764979706E0,9.699978790E0,9.865120816E0
3.186170792E0,3.359014893E-1,1.771865387E0,9.702373810E0,9.868555837E0
3.196194792E0,3.305126953E-1,1.782792664E0,9.714348907E0,9.882113287E0
3.206219792E0,3.387455750E-1,1.757794647E0,9.713001709E0,9.876588115E0
3.216244792E0,3.510200500E-1,1.726509705E0,9.680818634E0,9.839832329E0
3.226268792E0,3.697311401E-1,1.684746552E0,9.700278168E0,9.852434653E0
3.236293792E0,3.763174438E-1,1.707948303E0,9.755363617E0,9.910894083E0
3.246317792E0,3.644920349E-1,1.717528381E0,9.805808716E0,9.961759019E0
3.256342792E0,3.655398560E-1,1.732497253E0,9.818831635E0,9.977205059E0
3.266367792E0,3.444337463E-1,1.743274841E0,9.781409454E0,9.941509578E0
3.276391792E0,3.071612549E-1,1.742077332E0,9.718989258E0,9.878660519E0
3.286416792E0,2.883004761E-1,1.730551300E0,9.681417389E0,9.839093842E0
3.296441792E0,3.062631226E-1,1.745969238E0,9.709708557E0,9.870189762E0
3.306465792E0,2.950364685E-1,1.745220795E0,9.711804199E0,9.871777091E0
3.316490792E0,2.939886475E-1,1.734892273E0,9.670041046E0,9.828833825E0
3.326514792E0,3.052153015E-1,1.740580444E0,9.668394470E0,9.828561863E0
3.336539792E0,3.297642517E-1,1.746567993E0,9.661658478E0,9.823791974E0
3.346564792E0,3.487747192E-1,1.746567993E0,9.656119995E0,9.819001829E0
