"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
8.531284583E-1,3.558820114E-2,5.875368416E-2,2.248319611E-2,7.227731020E-2
8.631514583E-1,4.109079018E-2,5.984156206E-2,2.720817551E-2,7.752257995E-2
8.731754583E-1,3.438335285E-2,4.381572455E-2,2.953444794E-2,6.304217863E-2
8.831994583E-1,1.486478653E-2,3.063025884E-2,3.356561810E-2,4.781030594E-2
8.932234583E-1,-1.141342241E-2,3.221403807E-2,3.773213550E-2,5.090898261E-2
9.032474583E-1,-3.379151225E-2,2.797475085E-2,4.016158357E-2,5.947609419E-2
9.132714583E-1,-4.765566438E-2,1.851999760E-2,4.131819308E-2,6.573618287E-2
9.232954583E-1,-4.740433022E-2,1.549406163E-2,3.427493200E-2,6.051452250E-2
9.333194583E-1,-3.063573316E-2,1.544692367E-2,2.521645464E-2,4.257963341E-2
9.433434583E-1,-1.474861801E-2,1.168012433E-2,2.373738214E-2,3.028878255E-2
9.533664583E-1,-3.276784439E-3,4.133523908E-3,2.370196208E-2,2.428181094E-2
9.633904583E-1,3.417973872E-3,3.535300959E-3,1.689274050E-2,1.759390747E-2
9.734144583E-1,8.191690780E-3,1.434880029E-2,1.334780641E-2,2.124042852E-2
9.834384583E-1,1.695110090E-2,2.604498342E-2,1.175997779E-2,3.322616530E-2
9.934624583E-1,2.695579827E-2,2.403216623E-2,7.264561020E-3,3.683658400E-2
1.003486458E0,2.700160444E-2,2.040893398E-2,7.857381366E-3,3.474693757E-2
1.013510458E0,2.203134634E-2,7.792475633E-3,3.033330664E-3,2.356488898E-2
1.023534458E0,1.064802986E-2,-4.488660488E-4,-3.786488902E-3,1.131015114E-2
1.033558458E0,-2.387078479E-3,4.382329062E-4,-7.974309847E-3,8.335454953E-3
1.043581458E0,-8.399368264E-3,-1.326879114E-2,-6.502333563E-3,1.699678050E-2
1.053605458E0,-1.092590950E-2,-3.237004578E-2,-4.159551114E-3,3.441652551E-2
1.063629458E0,-9.983902797E-3,-3.055139072E-2,-6.270743906E-3,3.274733606E-2
1.073653458E0,-6.073051598E-3,-1.957810298E-2,-2.201433526E-3,2.061626497E-2
1.083678208E0,6.419017445E-4,-7.804859430E-3,1.680179033E-3,8.009423834E-3
1.093702208E0,7.088349201E-3,-5.834323820E-4,4.308452830E-3,8.315518837E-3
1.103726208E0,1.045433152E-2,3.917532973E-3,5.953913089E-3,1.265263582E-2
1.113750208E0,1.071585435E-2,9.760241956E-3,3.585031722E-3,1.493131977E-2
1.123774208E0,1.138877682E-2,1.000291668E-2,-7.613026537E-4,1.517702742E-2
1.133798208E0,1.649112627E-2,2.460045274E-3,-6.561667658E-3,1.791827421E-2
1.143821208E0,2.027309313E-2,-3.560872050E-3,-9.632930160E-3,2.272600841E-2
1.153845208E0,2.150161006E-2,-3.666599514E-3,-5.981470458E-3,2.261727605E-2
1.163869208E0,2.341756038E-2,1.132313279E-3,-4.640353844E-3,2.389973120E-2
1.173893208E0,2.703226916E-2,2.223676536E-3,-5.552220158E-3,2.768601564E-2
1.183917208E0,3.103183955E-2,3.100947710E-3,-3.225947730E-3,3.135279384E-2
1.193941208E0,3.146353737E-2,1.044408139E-2,-1.403812785E-3,3.318137595E-2
1.203965208E0,2.583117783E-2,7.934447378E-3,-1.257286873E-3,2.705154291E-2
1.213989208E0,1.889524236E-2,3.052607179E-3,2.852236386E-3,1.935158513E-2
1.224013208E0,2.782030962E-3,-6.364931352E-3,2.685682382E-3,7.447478584E-3
1.234036208E0,-5.986959208E-3,-2.062562667E-2,-2.221991308E-3,2.159160488E-2
1.244060208E0,-1.246861368E-2,-2.191602252E-2,-4.003221169E-3,2.553045535E-2
1.254084208E0,-1.003581472E-2,-2.149178088E-2,-2.228756901E-3,2.382397069E-2
1.264108208E0,-9.522796609E-4,-1.825372875E-2,-8.329404518E-4,1.829752004E-2
1.274132208E0,9.570935741E-3,-9.978489019E-3,-1.256116666E-3,1.388347518E-2
1.284156208E0,2.221434377E-2,-9.575458243E-3,-7.737610023E-3,2.539758017E-2
1.294180208E0,3.920025378E-2,-7.565037813E-3,-1.560831629E-2,4.286617817E-2
1.304204208E0,4.796283692E-2,2.462072764E-3,-1.988364942E-2,5.197937131E-2
1.314228208E0,5.184279382E-2,1.118179504E-2,-1.612033509E-2,5.543079482E-2
1.324251208E0,4.581783712E-2,1.780484430E-2,-6.515434943E-3,4.958565893E-2
1.334275208E0,3.513722867E-2,2.107627131E-2,2.048225608E-3,4.102473984E-2
1.344299208E0,1.865628362E-2,1.114339381E-2,-3.968067467E-3,2.209021737E-2
1.354323208E0,1.918315422E-3,-3.349528881E-3,-1.195834950E-2,1.256588240E-2
1.364347208E0,-1.043234766E-2,-1.699108258E-2,-1.252038218E-2,2.354337985E-2
1.374371208E0,-1.473175362E-2,-2.124281786E-2,-1.051182672E-2,2.790663678E-2
1.384395208E0,-1.061851531E-2,-2.240855014E-3,-9.091608226E-4,1.089040275E-2
1.394419208E0,1.702066744E-3,2.151081339E-2,6.419858895E-3,2.251281217E-2
1.404443208E0,1.580279134E-2,2.742687985E-2,3.117647488E-3,3.180694387E-2
1.414466208E0,2.257494442E-2,2.692487463E-2,7.503638044E-4,3.514455912E-2
1.424490208E0,2.657408826E-2,2.789453976E-2,5.552252289E-3,3.892447843E-2
1.434514208E0,2.642228827E-2,1.966004446E-2,1.089322194E-2,3.468885916E-2
1.444538208E0,2.339095622E-2,8.014367893E-3,9.208669886E-3,2.638496782E-2
1.454562208E0,2.065269276E-2,-5.341916811E-3,-1.479660394E-3,2.138361963E-2
1.464586208E0,1.887123287E-2,-1.383863017E-2,-1.417835988E-2,2.736159725E-2
1.474610208E0,1.843793504E-2,-1.700832322E-2,-1.725963689E-2,3.044890102E-2
1.484634208E0,1.689359546E-2,-1.237930264E-2,-1.276949421E-2,2.452958792E-2
1.494658208E0,1.498410944E-2,2.588727511E-3,-8.598375134E-4,1.523037644E-2
1.504682208E0,1.546978578E-2,2.143499814E-2,1.079111733E-2,2.855208627E-2
1.514705208E0,1.944881305E-2,3.156353533E-2,1.843971573E-2,4.140695845E-2
1.524729208E0,2.316346206E-2,3.505376726E-2,1.969401538E-2,4.640222857E-2
1.534753208E0,1.776363701E-2,3.412565589E-2,1.919706911E-2,4.299575156E-2
1.544777208E0,9.663846344E-3,2.633688226E-2,1.234357990E-2,3.064939246E-2
1.554801208E0,-3.889512736E-3,1.179655548E-2,5.495794583E-3,1.358273863E-2
1.564825208E0,-1.813635230E-2,5.102012772E-3,3.640968353E-4,1.884384185E-2
1.574849208E0,-2.916689962E-2,1.736309845E-3,-2.483621472E-3,2.932390119E-2
1.584873208E0,-3.339330107E-2,4.479657859E-3,-6.522304378E-3,3.431793038E-2
1.594897208E0,-2.696097083E-2,4.578727297E-3,-9.039791301E-3,2.880237002E-2
1.604920208E0,-1.349015534E-2,-4.042500630E-3,-8.708865382E-3,1.655809284E-2
1.614944208E0,3.930379637E-3,-6.893680431E-3,-1.265380532E-2,1.493618100E-2
1.624968208E0,1.411826909E-2,-4.008970223E-3,-1.732153073E-2,2.270314496E-2
1.634992208E0,2.113410085E-2,-2.649426693E-3,-2.009121701E-2,2.928014142E-2
1.645016208E0,2.350296266E-2,-7.266884670E-3,-2.236273512E-2,3.324588379E-2
1.655040208E0,2.207577415E-2,-3.657501889E-3,-2.321867459E-2,3.224630171E-2
1.665064208E0,1.485356875E-2,6.460448727E-3,-1.833725907E-2,2.446673195E-2
1.675088208E0,6.839051377E-3,1.128156856E-2,-1.635560021E-2,2.101314044E-2
1.685112208E0,-3.836144228E-3,7.135413587E-3,-2.076968178E-2,2.229371685E-2
1.695135208E0,-1.122109033E-2,-1.200813567E-3,-2.743610740E-2,2.966639194E-2
1.705159208E0,-1.712002419E-2,-6.023024209E-3,-2.599107660E-2,3.170028567E-2
1.715183208E0,-1.747102849E-2,-6.175889634E-3,-1.852517016E-2,2.620229721E-2
1.725207208E0,-1.790648140E-2,5.851563998E-3,-7.171103265E-3,2.015707319E-2
1.735231208E0,-8.768377826E-3,2.324360423E-2,1.003203448E-3,2.486274330E-2
1.745255208E0,6.901960820E-3,2.657045051E-2,1.986709423E-3,2.752404255E-2
1.755279208E0,2.137038112E-2,1.479315292E-2,-4.849092569E-3,2.643944518E-2
1.765303208E0,2.557584085E-2,4.966827109E-3,-1.699385047E-2,3.110601164E-2
1.775327208E0,2.383972518E-2,-3.023988102E-3,-2.491169423E-2,3.461314071E-2
1.785350208E0,1.652681269E-2,-8.657054044E-3,-3.067845479E-2,3.590609573E-2
1.795374208E0,1.047238149E-2,-1.480789110E-2,-3.122307174E-2,3.610851176E-2
1.805398208E0,5.301641300E-3,-1.645362936E-2,-2.666070312E-2,3.177455602E-2
1.815422208E0,2.932759235E-3,-1.542165503E-2,-1.831328869E-2,2.412063563E-2
1.825446208E0,3.021455836E-3,-1.578054158E-3,-1.662654988E-2,1.697237789E-2
1.835470208E0,3.444632050E-3,9.899903089E-3,-1.836372912E-2,2.114474210E-2
1.845494208E0,5.549308844E-3,9.670803323E-3,-2.029276453E-2,2.315416934E-2
1.855518208E0,3.888561623E-3,3.366568126E-3,-2.067679167E-2,2.130690982E-2
1.865542208E0,-4.038331099E-3,-1.839001197E-3,-1.692125574E-2,1.749339702E-2
1.875565208E0,-1.294420753E-2,-6.786355749E-3,-1.061329246E-2,1.806236722E-2
1.885589208E0,-2.149540558E-2,-3.945922479E-3,-5.963521544E-3,2.265361681E-2
1.895613208E0,-2.043520100E-2,1.425407245E-3,-2.318719169E-3,2.061566600E-2
1.905637208E0,-1.170663070E-2,4.685588647E-3,-4.994874354E-3,1.356276937E-2
1.915661208E0,-2.958412748E-3,9.129547980E-4,-2.537043067E-3,4.002784028E-3
1.925685208E0,4.939684644E-3,-1.626506681E-3,-4.522111267E-3,6.891697808E-3
1.935709208E0,8.546404541E-3,-4.020688124E-3,-7.396726869E-3,1.199660502E-2
1.945733208E0,7.801237982E-3,2.564286580E-3,-7.743896917E-3,1.128728573E-2
1.955757208E0,8.675554767E-3,2.412752714E-3,1.966254320E-3,9.216983358E-3
1.965780208E0,1.458362304E-2,2.370442497E-3,1.192317717E-2,1.898586875E-2
1.975804208E0,2.060716040E-2,5.171288736E-3,1.604148932E-2,2.662192079E-2
1.985828208E0,2.153652348E-2,8.641503518E-4,1.444928907E-2,2.594899909E-2
1.995852208E0,1.622564718E-2,-4.179077689E-3,9.279828519E-3,1.915336874E-2
2.005876208E0,1.492677256E-3,-9.698024020E-3,3.487982787E-3,1.041373032E-2
2.015900208E0,-1.338027790E-2,-1.651145518E-2,3.470503725E-4,2.125512721E-2
2.025924208E0,-1.957870089E-2,-2.219318971E-2,-2.619868610E-3,2.971072045E-2
2.035948208E0,-1.066563278E-2,-1.872761734E-2,-1.990563702E-3,2.164351445E-2
2.045972208E0,-1.325323246E-4,-2.767267404E-3,8.036239073E-3,8.500380705E-3
2.055995208E0,8.005289361E-3,1.423568465E-2,2.065802552E-2,2.633426273E-2
2.066019208E0,1.045238972E-2,1.122443937E-2,2.826278470E-2,3.215626672E-2
2.076043208E0,7.518916856E-3,-4.677561112E-3,2.657700516E-2,2.801340558E-2
2.086070208E0,1.182198292E-3,-1.662012935E-2,2.213959396E-2,2.770898614E-2
2.096094208E0,-3.717219224E-3,-2.526341937E-2,1.303451043E-2,2.866978443E-2
2.106118208E0,-8.204944432E-3,-2.622644417E-2,6.723350845E-3,2.829047425E-2
2.116142208E0,-5.065610167E-3,-2.164127864E-2,8.528441191E-3,2.380629448E-2
2.126166208E0,-3.131284611E-3,-1.446309686E-2,1.355297491E-2,2.006662012E-2
2.136190208E0,4.574838094E-3,-1.591052487E-2,1.543955877E-2,2.263744510E-2
2.146213208E0,1.320377272E-2,-2.678296715E-2,1.079719234E-2,3.175289445E-2
2.156237208E0,1.781450212E-2,-2.144732326E-2,1.337486599E-2,3.092298823E-2
2.166261208E0,1.628284715E-2,-6.508750841E-3,2.068289556E-2,2.711599376E-2
2.176285208E0,1.036370546E-2,-1.097593736E-2,2.196893655E-2,2.665542655E-2
2.186309208E0,4.869377241E-3,-2.479760535E-2,1.214288548E-2,2.803714917E-2
2.196333208E0,1.944427611E-3,-3.031301126E-2,4.829046316E-3,3.075677387E-2
2.206357208E0,-3.914747387E-3,-2.680378221E-2,7.014064584E-3,2.798151336E-2
2.216381208E0,-5.035139155E-3,-2.464422397E-2,1.209883764E-2,2.791186618E-2
2.226405208E0,-8.475943469E-3,-2.448310331E-2,1.551380940E-2,3.019838153E-2
2.236428208E0,-1.290025283E-2,-2.711457387E-2,1.598465629E-2,3.401655296E-2
2.246452208E0,-2.041224577E-2,-2.689401992E-2,1.434132550E-2,3.668271666E-2
2.256476208E0,-2.513003536E-2,-3.352422267E-2,7.095131092E-3,4.249391801E-2
2.266500208E0,-1.777494326E-2,-6.298589706E-2,-1.359381713E-4,6.544608710E-2
2.276524208E0,-1.370989345E-2,-4.464177042E-2,3.963465337E-3,4.686745035E-2
2.286548208E0,-6.651437841E-3,-2.922557481E-2,4.896797705E-3,3.037028936E-2
2.296572208E0,-1.320322044E-3,-2.594402805E-2,-1.782410545E-3,2.603867948E-2
2.306596208E0,1.242599916E-3,-1.887538843E-2,4.691252019E-3,1.948928394E-2
2.316620208E0,9.385215119E-3,-1.629159041E-2,8.364018053E-3,2.057802174E-2
2.326643208E0,2.109142579E-2,-1.690484770E-2,9.359613992E-3,2.860462361E-2
2.336667208E0,2.684305422E-2,-1.690484770E-2,1.438573934E-3,3.175520320E-2
2.346691208E0,2.760398574E-2,-1.412445493E-2,-4.476304632E-3,3.132918063E-2
2.356715208E0,1.740461029E-2,-1.002398599E-2,-2.021669177E-3,2.018632955E-2
2.366739208E0,1.220060862E-3,-1.445393078E-2,1.711177174E-3,1.460591630E-2
2.376763208E0,-1.042487659E-2,-2.113500424E-2,-1.149057876E-3,2.359421094E-2
2.386787208E0,-1.732202992E-2,-2.784491517E-2,-4.429541994E-3,3.309097858E-2
2.396811208E0,-1.495527849E-2,-1.828789525E-2,2.022231929E-3,2.371069145E-2
2.406835208E0,-6.450030021E-3,1.957274741E-3,5.940439180E-3,8.984577304E-3
2.416858208E0,7.770185359E-3,6.492638029E-3,3.893001005E-3,1.084829876E-2
2.426882208E0,1.690446958E-2,-1.805471024E-3,3.734220751E-3,1.740589618E-2
2.436906208E0,1.918466762E-2,-8.555253036E-3,-2.880538581E-3,2.120238969E-2
2.446930208E0,1.869676262E-2,-9.187976830E-3,-7.011528127E-3,2.198065917E-2
2.456954208E0,1.735346578E-2,-3.318635980E-3,-9.417161345E-3,2.002096519E-2
2.466978208E0,1.367987320E-2,-3.126536263E-3,-9.290715680E-3,1.682948477E-2
2.477002208E0,1.295709237E-2,-5.680241622E-3,-6.447524764E-3,1.554741018E-2
2.487026208E0,1.069495827E-2,-1.576055586E-2,-2.434035297E-3,1.920160882E-2
2.497050208E0,5.564644001E-3,-1.358741708E-2,-3.873961978E-4,1.468786035E-2
2.507073208E0,-3.942509647E-3,-2.401555190E-3,-1.340540126E-3,4.807067451E-3
2.517097208E0,-1.122918539E-2,-2.459878335E-3,1.892004628E-3,1.165011963E-2
2.527121208E0,-1.468527596E-2,-6.327304523E-3,4.541909322E-3,1.662290748E-2
2.537145208E0,-1.426636055E-2,-2.283028327E-3,1.352507155E-3,1.451104880E-2
2.547169208E0,-1.224408206E-2,4.825224169E-3,-1.470501302E-3,1.324245852E-2
2.557193208E0,-5.906291772E-3,4.349850118E-3,-5.125423428E-3,8.948488356E-3
2.567217208E0,1.432041870E-3,1.262335805E-3,-8.128084242E-3,8.349250808E-3
2.577241208E0,8.565584198E-3,-7.131970488E-4,-1.141469181E-2,1.428891429E-2
2.587264208E0,9.092533961E-3,5.169701762E-5,-6.892966107E-3,1.141007573E-2
2.597288208E0,3.943844233E-3,7.848653477E-4,-5.029770546E-4,4.052518583E-3
2.607312208E0,3.284549806E-3,-3.503433894E-3,-4.626666661E-3,6.668460158E-3
2.617336208E0,5.324797239E-3,-8.414036594E-3,-1.150348037E-2,1.521445162E-2
2.627360208E0,5.336476024E-3,-1.095855795E-2,-1.318627968E-2,1.795677979E-2
2.637384208E0,3.175054677E-3,-2.392234048E-3,-3.058811650E-3,5.015982920E-3
2.647408208E0,4.402597435E-3,7.166615222E-3,7.339290809E-3,1.116281450E-2
2.657432208E0,8.469244465E-3,1.697796769E-2,8.545702323E-3,2.080885670E-2
2.667456208E0,1.585390419E-2,2.000351623E-2,2.223783638E-3,2.562093193E-2
2.677480208E0,2.446923032E-2,1.983653568E-2,-8.297033608E-3,3.257410240E-2
2.687503208E0,2.904390357E-2,1.787918992E-2,-9.490879253E-3,3.540184397E-2
2.697527208E0,2.991422452E-2,1.814763620E-2,-1.109911595E-3,3.500613421E-2
2.707551208E0,2.605105564E-2,1.067822520E-2,8.156451397E-3,2.931227887E-2
2.717575208E0,2.153300308E-2,1.964362338E-3,1.481488720E-2,2.621087224E-2
2.727599208E0,6.494665518E-3,4.585978109E-3,1.300180703E-2,1.524004139E-2
2.737623208E0,-1.536096795E-3,5.311955698E-3,3.982479684E-3,6.814441366E-3
2.747647208E0,-2.936314791E-3,-3.452077508E-3,-6.127995905E-3,7.621752914E-3
2.757671208E0,4.134090850E-4,-6.267838180E-3,-1.056056097E-2,1.228747942E-2
2.767694208E0,3.666349221E-3,-7.531808224E-3,-9.472024627E-3,1.264474208E-2
2.777718208E0,6.002740469E-3,-8.883895352E-3,-9.197985753E-3,1.412655059E-2
2.787742208E0,7.966373116E-3,-8.045678027E-3,-5.607935134E-3,1.263506913E-2
2.797766208E0,6.877406966E-3,-4.442688078E-3,-8.852730505E-3,1.205848421E-2
2.807790208E0,7.511499804E-3,8.451693691E-3,-7.124285679E-3,1.336447537E-2
2.817814208E0,8.144533262E-3,1.017156336E-2,-4.120772704E-3,1.366656105E-2
2.827838208E0,1.014819089E-2,1.797596691E-3,-4.807137884E-4,1.031737457E-2
2.837862208E0,8.347894065E-3,-5.399330053E-3,3.533880226E-4,9.948114567E-3
2.847886208E0,9.297051467E-3,-9.132702835E-3,-1.627524151E-3,1.313355481E-2
2.857909208E0,1.460606325E-2,-8.840288036E-3,-1.089159586E-2,2.025128728E-2
2.867933208E0,2.116606571E-2,-2.447471488E-4,-1.585151814E-2,2.644490246E-2
2.877957208E0,2.564949729E-2,-5.557220429E-3,-1.902414113E-2,3.241446214E-2
2.887981208E0,2.686492354E-2,-7.718513254E-3,-1.878653467E-2,3.367838251E-2
2.898005208E0,2.512215078E-2,-4.441227298E-3,-1.653962582E-2,3.040404878E-2
2.908029208E0,2.449614182E-2,4.207465332E-3,-1.055470109E-2,2.700306360E-2
2.918053208E0,2.344206162E-2,6.857310422E-3,2.176273614E-3,2.452119748E-2
2.928077208E0,1.172619872E-2,5.472080782E-3,8.379997686E-3,1.541660681E-2
2.938101208E0,-2.649505041E-4,6.186872721E-3,1.406797580E-2,1.537060624E-2
2.948124208E0,-8.423419669E-3,5.619344302E-3,7.188024465E-3,1.241767792E-2
2.958148208E0,-1.372390892E-2,6.470756605E-3,-6.056763232E-5,1.517300351E-2
2.968172208E0,-1.046903338E-2,3.967514262E-3,-8.754138835E-3,1.421185337E-2
2.978196208E0,-3.869453445E-3,-6.133888382E-4,-1.260666735E-2,1.320140059E-2
2.988220208E0,4.539593123E-3,-8.493054658E-3,-1.398389786E-2,1.697908368E-2
2.998244208E0,1.254052855E-2,-1.504043676E-2,-1.510508917E-2,2.473142360E-2
3.008268208E0,1.672553085E-2,-1.486303657E-2,-1.465911325E-2,2.674963251E-2
3.018292208E0,1.535666548E-2,-4.734767601E-3,-8.146885782E-3,1.801712926E-2
