"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.182794583E-1,-2.098434046E-2,9.287275374E-3,-9.609942324E-3,2.487864586E-2
3.282582083E-1,-3.373583406E-2,5.543697625E-3,-4.478012212E-3,3.448030853E-2
3.382372084E-1,-4.804260284E-2,-5.483653396E-3,-1.288344269E-3,4.837170633E-2
3.482172084E-1,-6.310542673E-2,-4.036941752E-2,-1.530263806E-3,7.492880928E-2
3.581962084E-1,-8.125273883E-2,-7.569891214E-2,-1.374964602E-2,1.118989975E-1
3.681752083E-1,-8.961825073E-2,-8.791773766E-2,-2.256556042E-2,1.275545529E-1
3.781542084E-1,-8.967604488E-2,-9.254098684E-2,-3.331567720E-2,1.330998182E-1
3.881332084E-1,-7.916483283E-2,-7.918176055E-2,-3.995273635E-2,1.188824760E-1
3.981122083E-1,-5.961882696E-2,-5.188836157E-2,-4.237115011E-2,8.967787328E-2
4.080912084E-1,-3.451800346E-2,-1.714670099E-2,-3.793557361E-2,5.407966034E-2
4.180702084E-1,-5.394208711E-3,1.297285222E-2,-3.281537816E-2,3.569651840E-2
4.280492084E-1,1.777715795E-2,2.959384397E-2,-1.941722073E-2,3.960872891E-2
4.380282083E-1,3.202347085E-2,3.750103340E-2,-2.784980694E-3,4.939216849E-2
4.480072084E-1,4.060178995E-2,3.636542335E-2,8.909766562E-3,5.522982259E-2
4.579862084E-1,4.238158092E-2,3.006997518E-2,1.300730649E-2,5.356857130E-2
4.679652083E-1,3.683528304E-2,1.826971024E-2,8.747107349E-3,4.203727246E-2
4.779452084E-1,3.112067096E-2,-1.989220735E-3,7.432432612E-4,3.119303721E-2
4.879242084E-1,2.099427395E-2,-1.745017804E-2,-9.684683755E-3,2.896655574E-2
4.979032084E-1,1.172567438E-2,-2.901122719E-2,-1.806751639E-2,3.613278139E-2
5.078822083E-1,5.688921083E-4,-3.957825527E-2,-2.076435089E-2,4.469810059E-2
5.178612084E-1,-4.933731630E-3,-3.569883108E-2,-1.767908037E-2,4.014097820E-2
5.278402084E-1,5.936566740E-4,-2.721194364E-2,-1.274681929E-2,3.005534407E-2
5.378192083E-1,1.550815813E-2,-2.057374828E-2,-6.982939783E-3,2.669351110E-2
5.477982084E-1,3.151454777E-2,-1.836806536E-2,-1.792205963E-3,3.652074134E-2
5.577772084E-1,4.237385467E-2,-1.476773899E-2,3.632120322E-3,4.502023958E-2
5.677562084E-1,4.665622115E-2,-8.030537516E-3,1.323607191E-2,4.915776749E-2
5.777352083E-1,4.805731028E-2,-7.200164255E-3,1.303020958E-2,5.031037466E-2
5.877142084E-1,4.450969771E-2,-1.390830893E-2,9.831177071E-3,4.765717459E-2
5.976932084E-1,3.081625700E-2,-2.005222067E-2,-7.098800852E-4,3.677277769E-2
6.076732083E-1,1.301728468E-2,-2.253322303E-2,-8.570466191E-3,2.739796948E-2
6.176522084E-1,2.500195289E-3,-2.780628204E-2,-1.146319229E-2,3.018020999E-2
6.276312084E-1,-2.348880982E-3,-3.680927679E-2,-1.013811491E-2,3.825207803E-2
6.376102084E-1,-2.817597473E-3,-3.500285372E-2,-8.207855746E-3,3.606255011E-2
6.475892083E-1,-6.588380784E-3,-2.211711928E-2,1.005632803E-3,2.309945939E-2
6.575682084E-1,-7.942065597E-3,-6.706739776E-3,1.204576716E-2,1.591091672E-2
6.675472084E-1,-4.504442681E-3,1.511084847E-2,2.076420188E-2,2.607258762E-2
6.775262083E-1,1.793667092E-3,2.215943672E-2,2.372989804E-2,3.251716375E-2
6.875052084E-1,8.434786461E-3,2.397310175E-2,2.131411061E-2,3.316845702E-2
6.974842084E-1,1.748181134E-2,2.811538242E-2,2.022887208E-2,3.879814070E-2
7.074632084E-1,2.391361445E-2,2.291243896E-2,1.174422074E-2,3.513925918E-2
7.174422084E-1,2.946390957E-2,1.045763493E-2,6.054644007E-3,3.184560895E-2
7.274222084E-1,2.518260293E-2,-1.378339250E-3,1.910343766E-3,2.529254283E-2
7.374012084E-1,1.310889609E-2,-4.048157949E-3,1.906881691E-3,1.385160414E-2
7.473802083E-1,-1.907605678E-3,-7.256340235E-3,1.486514346E-3,7.648735708E-3
7.573592084E-1,-1.341752149E-2,6.360668223E-3,6.825885735E-3,1.634260381E-2
7.673382084E-1,-1.971402019E-2,1.372940373E-2,1.598894782E-2,2.885802438E-2
7.773172084E-1,-1.007683948E-2,1.308385376E-2,2.335605025E-2,2.860480740E-2
7.872962084E-1,1.491130795E-3,1.593169942E-2,3.210547939E-2,3.587205492E-2
7.972752084E-1,1.257760450E-2,2.080741338E-2,3.165860102E-2,3.991756011E-2
8.072542084E-1,1.971806586E-2,3.065004013E-2,2.495000325E-2,4.416706628E-2
8.172332083E-1,2.118626609E-2,3.796973825E-2,2.006576583E-2,4.788730366E-2
8.272122084E-1,1.889248565E-2,3.601983562E-2,1.171323378E-2,4.232675770E-2
8.371912084E-1,1.117437705E-2,2.226407453E-2,8.103052154E-3,2.619570903E-2
8.471702083E-1,5.543389358E-3,6.922404282E-3,4.225489683E-3,9.823625078E-3
8.571502084E-1,2.795007313E-3,-3.034888767E-3,1.304002246E-3,4.327012545E-3
8.671292084E-1,1.284728642E-3,-1.840399206E-2,-1.416949322E-3,1.850311316E-2
8.771082084E-1,3.172909841E-3,-2.138193697E-2,4.938151687E-3,2.217295486E-2
8.870872083E-1,2.123100217E-3,-1.291785575E-2,1.092328876E-2,1.704983253E-2
8.970662084E-1,2.364915097E-3,-2.221003175E-3,1.113900449E-2,1.160185759E-2
9.070452084E-1,2.767229453E-4,1.212523202E-3,1.431200653E-2,1.436594303E-2
9.170242083E-1,-4.316963255E-3,4.158245400E-3,1.756399311E-2,1.855858374E-2
9.270032084E-1,-5.930027459E-3,1.727880561E-3,2.209235355E-2,2.293954843E-2
9.369822084E-1,-9.161774069E-3,-1.927574165E-3,1.746830717E-2,1.981906662E-2
9.469612084E-1,-1.122226473E-2,-5.796424579E-3,1.269228011E-2,1.790619273E-2
9.569402083E-1,-1.001798268E-2,-1.703150198E-2,5.812802818E-3,2.059661898E-2
9.669192084E-1,-1.534138341E-2,-1.916951127E-2,1.337412279E-3,2.458895847E-2
9.768982084E-1,-2.009832114E-2,-1.492603123E-2,2.360332292E-3,2.514557793E-2
9.868782084E-1,-2.617804892E-2,-5.197820719E-3,4.165723920E-3,2.701223503E-2
9.968572084E-1,-2.835358493E-2,8.354739286E-3,8.304808289E-3,3.070337583E-2
1.006836208E0,-2.043706179E-2,2.060237527E-2,1.385265309E-2,3.215629579E-2
1.016815208E0,-5.296726245E-3,2.168574743E-2,2.431594767E-2,3.300897244E-2
1.026794208E0,1.369213127E-2,1.919305697E-2,2.716474794E-2,3.596903425E-2
1.036773208E0,2.852300927E-2,1.151915919E-2,2.337799966E-2,3.863656241E-2
1.046752208E0,3.392124549E-2,6.147320382E-3,1.623588428E-2,3.810570012E-2
1.056731208E0,2.949720249E-2,2.107038861E-3,4.594406579E-3,2.992713048E-2
1.066710208E0,1.682960242E-2,-8.792503737E-3,-3.963609692E-3,1.939726376E-2
1.076689208E0,2.006447408E-3,-1.099919900E-2,-9.724292904E-3,1.481789737E-2
1.086668208E0,-8.905583061E-3,-1.535804756E-2,-9.526919574E-3,2.014798330E-2
1.096647208E0,-1.687482744E-2,-1.882974431E-2,-8.028890938E-3,2.652889296E-2
1.106626208E0,-1.848843880E-2,-1.595180295E-2,-4.247322213E-3,2.478552264E-2
1.116606208E0,-1.363216434E-2,-4.762266763E-3,3.718192456E-3,1.491107120E-2
1.126585208E0,-2.792835003E-3,4.317971412E-3,6.861873437E-3,8.574970060E-3
1.136564208E0,1.053122617E-2,1.318416744E-2,5.279955920E-3,1.768069372E-2
1.146543208E0,1.950025000E-2,1.450126059E-2,4.336924758E-3,2.468512153E-2
1.156522208E0,2.575841174E-2,1.280322857E-2,2.524110954E-3,2.887541468E-2
1.166501208E0,2.397458628E-2,1.169316750E-2,-2.454999369E-3,2.678689932E-2
1.176480208E0,2.073911205E-2,2.008848824E-3,-5.969040561E-3,2.167430939E-2
1.186459208E0,1.062840689E-2,-2.791799139E-3,-1.005718578E-2,1.489644794E-2
1.196438208E0,-1.001085155E-3,-5.926073063E-3,-9.851856157E-3,1.154034589E-2
1.206417208E0,-1.471127756E-2,-4.793361761E-3,-2.275577979E-3,1.563893409E-2
1.216396208E0,-1.753396168E-2,-8.153738454E-3,2.971381880E-3,1.956405820E-2
1.226375208E0,-9.522369131E-3,-1.563174464E-2,9.381172247E-3,2.056777448E-2
1.236354208E0,2.281826455E-3,-1.573640667E-2,6.847174373E-3,1.731256837E-2
1.246333208E0,1.768474281E-2,-1.322027482E-2,2.157932147E-3,2.218518573E-2
1.256313208E0,3.336064145E-2,-8.813276887E-3,-7.923996076E-3,3.540333263E-2
1.266292208E0,4.211820289E-2,-3.083756194E-3,-1.751011610E-2,4.571713829E-2
1.276271208E0,3.456574306E-2,4.460979253E-3,-2.203535847E-2,4.123406301E-2
1.286250208E0,2.012286335E-2,1.707976311E-2,-2.261816896E-2,3.475959587E-2
1.296229208E0,1.573946676E-3,2.255761996E-2,-1.721541397E-2,2.841995786E-2
1.306208208E0,-1.243639551E-2,1.605355740E-2,-5.711047444E-3,2.109494492E-2
1.316187208E0,-1.677495241E-2,1.011603884E-2,4.896056838E-3,2.019169737E-2
1.326166583E0,-1.874863915E-2,3.502893960E-3,1.390424091E-2,2.360317037E-2
1.336145583E0,-1.348729804E-2,-2.425302751E-3,1.906198449E-2,2.347655330E-2
1.346124583E0,-4.410175141E-3,-2.884153742E-3,2.454860508E-2,2.510780753E-2
1.356103583E0,9.985009208E-3,-3.829309717E-3,2.324099280E-2,2.558334943E-2
1.366082583E0,2.493280545E-2,-5.759823136E-3,2.397733182E-2,3.506754612E-2
1.376061583E0,3.774953261E-2,-7.149460725E-3,1.857084781E-2,4.267339205E-2
1.386040583E0,4.240766540E-2,-5.543714389E-3,1.489902660E-2,4.528933481E-2
1.396020583E0,4.141616821E-2,-7.613522932E-3,1.245317981E-2,4.391294124E-2
1.405999583E0,3.566292673E-2,-1.379708573E-2,1.357651688E-2,4.057740416E-2
1.415978583E0,2.609099634E-2,-1.449749805E-2,1.289314963E-2,3.251385623E-2
1.425957583E0,2.103498206E-2,-1.297444757E-2,1.314004883E-2,2.799049201E-2
1.435936583E0,1.607990265E-2,-1.647464186E-2,1.331821457E-2,2.659608868E-2
1.445915583E0,1.147957332E-2,-8.412482217E-3,1.605379954E-2,2.145401921E-2
1.455894583E0,7.231564727E-3,-2.844078932E-3,2.323927358E-2,2.450404354E-2
1.465873583E0,3.442168934E-3,-5.581963807E-3,3.177401051E-2,3.244371419E-2
1.475852583E0,6.789229810E-3,-1.155570056E-2,3.563719243E-2,3.807410329E-2
1.485831583E0,7.892553695E-3,-1.393117197E-2,3.217775002E-2,3.594130705E-2
1.495810583E0,6.097316742E-3,-9.976111352E-3,2.739684470E-2,2.978736592E-2
1.505789583E0,3.312457120E-3,8.352383040E-3,1.921870001E-2,2.121539782E-2
1.515768583E0,3.355334047E-3,2.350017615E-2,1.336161047E-2,2.724057965E-2
1.525747583E0,7.318653632E-3,3.623628989E-2,8.338802494E-3,3.789679436E-2
1.535727583E0,1.615155861E-2,3.361041099E-2,2.971733920E-3,3.740807098E-2
1.545706583E0,1.914601028E-2,2.498940378E-2,-1.021831762E-3,3.149736737E-2
1.555685583E0,1.420558058E-2,1.662494801E-2,-1.566448249E-3,2.192353019E-2
1.565664583E0,6.442203186E-3,1.232055668E-2,-6.762387347E-4,1.391960479E-2
1.575643583E0,-1.903877594E-3,3.349698381E-3,1.458817394E-3,4.119875888E-3
1.585622583E0,-5.453587044E-3,2.226626966E-3,1.506178873E-3,6.080136026E-3
1.595601583E0,-5.825630855E-3,5.135331303E-3,5.133670755E-3,9.309359691E-3
1.605580583E0,-2.755570924E-3,9.805230424E-3,1.374409068E-3,1.027738853E-2
1.615559583E0,5.829676520E-4,2.482252941E-2,6.867808406E-4,2.483887045E-2
1.625538583E0,1.008939091E-2,2.828924172E-2,-4.965330474E-3,3.044226523E-2
1.635517583E0,2.229519188E-2,2.436986752E-2,-1.112788543E-2,3.485392170E-2
1.645496583E0,3.407171369E-2,1.665968075E-2,-2.112806216E-2,4.341453267E-2
1.655475583E0,4.337653145E-2,8.038761094E-3,-3.038307838E-2,5.356562902E-2
1.665455583E0,4.074399173E-2,7.548791822E-3,-3.296238557E-2,5.294880530E-2
1.675434583E0,3.693167493E-2,1.359256916E-2,-3.593314067E-2,5.329068537E-2
1.685413583E0,2.745160088E-2,2.000620216E-2,-3.714608401E-2,5.033557463E-2
1.695392583E0,1.700881310E-2,2.204378694E-2,-3.222083300E-2,4.258415604E-2
1.705371583E0,6.421705242E-3,1.422074623E-2,-2.707434073E-2,3.124880554E-2
1.715350583E0,-7.993718609E-3,5.446961150E-3,-1.535243727E-2,1.814569517E-2
1.725329583E0,-2.808966860E-2,6.073892582E-4,8.633695543E-4,2.810949681E-2
1.735308583E0,-4.353893548E-2,2.912720665E-4,1.508651301E-2,4.607956833E-2
1.745287583E0,-4.682741687E-2,-1.781389583E-4,2.512363158E-2,5.314165567E-2
1.755266583E0,-4.057085142E-2,-5.783027969E-3,3.149284795E-2,5.168400980E-2
1.765245583E0,-2.845638804E-2,-1.425464824E-2,3.349135444E-2,4.620207613E-2
1.775224583E0,-1.789162681E-2,-1.791329868E-2,3.590710834E-2,4.393537309E-2
1.785203583E0,-8.452063426E-3,-2.059952356E-2,3.630651161E-2,4.259038075E-2
1.795182583E0,-3.148378339E-3,-1.899603568E-2,3.575603291E-2,4.061102741E-2
1.805162583E0,-5.188629963E-3,-1.011307258E-2,3.429291770E-2,3.612755627E-2
1.815141583E0,-1.004836615E-2,-2.738779411E-3,3.116237372E-2,3.285672094E-2
1.825120583E0,-1.741759852E-2,-1.135353930E-3,2.976720408E-2,3.450721961E-2
1.835099583E0,-2.193671651E-2,-3.041644581E-3,2.801670693E-2,3.571284083E-2
1.845078583E0,-2.609069645E-2,-8.000265807E-3,2.784042805E-2,3.898484486E-2
1.855057583E0,-3.229080141E-2,-1.366534270E-2,2.910196595E-2,4.556711390E-2
1.865036583E0,-4.767881706E-2,-1.088855043E-2,3.116336465E-2,5.799125299E-2
1.875015583E0,-6.112938002E-2,-3.902812954E-3,2.744292840E-2,6.712039459E-2
1.884994583E0,-6.862271577E-2,-1.428232063E-4,2.345549688E-2,7.252074084E-2
1.894973583E0,-7.122222334E-2,-5.300301127E-3,2.269063704E-2,7.493706225E-2
1.904952583E0,-6.090967357E-2,-1.816258207E-2,2.754773572E-2,6.927297789E-2
1.914931583E0,-4.196474329E-2,-3.710777685E-2,2.615996264E-2,6.182532189E-2
1.924910583E0,-2.251807228E-2,-4.354056716E-2,1.930170506E-2,5.268206892E-2
1.934889583E0,-7.971352898E-3,-4.049311206E-2,7.700176444E-3,4.198246430E-2
1.944869583E0,1.146765659E-3,-2.987625077E-2,-2.567239339E-3,3.000826802E-2
1.954848583E0,4.229184706E-4,-1.720466465E-2,-1.191813033E-2,2.093373297E-2
1.964827583E0,-3.883165307E-3,-1.122085378E-2,-2.014640160E-2,2.338512411E-2
1.974806583E0,-4.721262027E-3,-3.148546908E-3,-2.906426229E-2,2.961308841E-2
1.984785583E0,-2.529453952E-3,-4.280257970E-3,-3.842388466E-2,3.874420806E-2
1.994764583E0,-2.295095939E-3,-1.090194192E-2,-4.434941709E-2,4.572735067E-2
2.004743583E0,-7.218779530E-3,-1.029195450E-2,-4.342133924E-2,4.520451092E-2
2.014722583E0,-1.079753600E-2,-3.900634125E-3,-3.491733596E-2,3.675625227E-2
2.024701583E0,-7.545526139E-3,2.429489745E-3,-2.331699245E-2,2.462761706E-2
2.034680583E0,-1.648410689E-4,6.194134243E-3,-1.697893441E-2,1.807425476E-2
2.044659583E0,3.045068122E-3,9.984014556E-3,-9.425884113E-3,1.406414867E-2
2.054638583E0,1.346503966E-3,1.770052314E-2,1.409896940E-4,1.775222438E-2
2.064617583E0,-2.327860799E-3,1.997919008E-2,2.264800249E-3,2.024144986E-2
2.074596583E0,-4.678100348E-3,1.453621965E-2,4.298390355E-3,1.586387293E-2
2.084576583E0,-9.356480092E-3,8.512137458E-3,6.611636374E-3,1.427283922E-2
2.094555583E0,-1.110990532E-2,2.398052718E-3,5.785790272E-3,1.275366701E-2
2.104534583E0,-9.374323301E-3,-5.826587323E-3,2.132465597E-3,1.124163986E-2
2.114513583E0,-5.680784583E-3,-1.366799884E-2,1.321533229E-3,1.486041573E-2
2.124492583E0,-6.103144959E-3,-2.542021684E-2,2.297748113E-3,2.624338867E-2
2.134471583E0,-1.076713856E-2,-1.977191865E-2,4.100175574E-3,2.288386942E-2
2.144450583E0,-2.269811183E-2,-5.935499445E-3,1.173553430E-2,2.623275052E-2
2.154429583E0,-3.288949654E-2,1.523423474E-2,2.018494532E-2,4.148774407E-2
2.164408583E0,-4.105313495E-2,3.278037906E-2,2.950951643E-2,6.025549519E-2
2.174387583E0,-4.227180034E-2,4.480162263E-2,3.718687594E-2,7.195105445E-2
2.184366583E0,-3.704695031E-2,3.908180073E-2,4.183985293E-2,6.819411242E-2
2.194345583E0,-3.356300294E-2,2.740010992E-2,4.082172737E-2,5.952860334E-2
2.204324583E0,-3.194968030E-2,2.065327391E-2,3.290712088E-2,5.030127632E-2
2.214303583E0,-3.176858276E-2,1.678530127E-2,2.483960614E-2,4.368060465E-2
2.224282583E0,-2.867236920E-2,5.406405311E-3,1.218393445E-2,3.161933321E-2
2.234262583E0,-2.687260509E-2,-9.745915420E-3,2.064721659E-3,2.865977751E-2
2.244241583E0,-2.145972475E-2,-1.809956878E-2,-1.367732184E-3,2.810666946E-2
2.254220583E0,-1.232667919E-2,-1.381001435E-2,-6.931075826E-3,1.976621685E-2
2.264199583E0,-5.112450570E-3,3.222208237E-3,-1.084294170E-2,1.241326555E-2
2.274178583E0,2.704459708E-3,2.025019377E-2,-1.062908955E-2,2.302958955E-2
2.284157583E0,9.350634180E-3,2.916010655E-2,-1.188238431E-2,3.284717995E-2
2.294136583E0,1.138582174E-2,2.559173666E-2,-1.184270252E-2,3.041091128E-2
2.304115583E0,1.170487143E-2,1.851612329E-2,-1.156694442E-2,2.477185985E-2
2.314094583E0,1.096291468E-2,1.226967853E-2,-1.560456306E-2,2.267670385E-2
2.324077375E0,6.078408565E-3,7.589300629E-3,-2.085111104E-2,2.300681130E-2
2.334056375E0,2.009364776E-3,6.274498068E-3,-2.718703821E-2,2.797395073E-2
2.344035375E0,-4.784633406E-3,1.845574472E-3,-3.051827662E-2,3.094614790E-2
2.354014375E0,-1.041508839E-2,-1.225320064E-2,-2.988124825E-2,3.393381778E-2
2.363993375E0,-1.284442469E-2,-3.699875996E-2,-2.773713693E-2,4.799204360E-2
2.373973375E0,-1.593688689E-2,-4.915795475E-2,-2.249443904E-2,5.636034658E-2
2.383952375E0,-1.437466498E-2,-4.732906446E-2,-1.485263184E-2,5.164563881E-2
2.393931375E0,-3.679941874E-3,-2.809891105E-2,-6.033574231E-3,2.897403652E-2
2.403910375E0,1.395019051E-2,-8.459545672E-3,-1.745789545E-3,1.640790996E-2
2.413889375E0,3.587945923E-2,3.567556385E-3,-4.580458160E-3,3.634616418E-2
2.423868375E0,5.194284767E-2,8.282353170E-3,-4.960697610E-3,5.283242677E-2
2.433847375E0,5.369946733E-2,1.290693227E-2,-4.708741326E-4,5.523081943E-2
2.443826375E0,4.545431212E-2,1.742895693E-2,8.922678418E-3,4.949219352E-2
2.453805375E0,2.928439900E-2,1.718900539E-2,2.486489154E-2,4.208682410E-2
2.463784375E0,1.055756956E-2,1.361920685E-2,3.840320557E-2,4.209217586E-2
2.473763375E0,-4.141214769E-3,1.154274028E-2,5.135975033E-2,5.280348915E-2
2.483742375E0,-1.851483062E-2,8.947617374E-3,5.888545886E-2,6.237271899E-2
2.493721375E0,-2.579165064E-2,2.684395295E-3,6.467117369E-2,6.967622211E-2
2.503700375E0,-2.470960096E-2,-4.499928094E-3,6.064223498E-2,6.563759895E-2
2.513680375E0,-1.738191396E-2,-1.815395430E-2,5.091290548E-2,5.677870142E-2
2.523659375E0,-8.600398898E-3,-1.979298145E-2,3.763262182E-2,4.338136929E-2
2.533638375E0,-1.990966033E-3,-6.616724655E-3,2.349283174E-2,2.448791812E-2
2.543617375E0,4.737783223E-3,8.453987539E-3,9.801616892E-3,1.378362031E-2
2.553596375E0,1.129288785E-2,1.502187643E-2,7.934743189E-4,1.880998908E-2
2.563575375E0,1.669590175E-2,9.506052360E-3,-6.672526710E-3,2.033816067E-2
2.573554375E0,2.123606019E-2,-5.244131200E-3,-8.241394535E-3,2.337502403E-2
2.583533375E0,2.187469602E-2,-2.121867426E-2,-9.192073718E-3,3.183125323E-2
2.593512375E0,2.025549486E-2,-2.248607203E-2,-1.115349121E-2,3.225381952E-2
2.603491375E0,1.342021581E-2,-1.771338284E-2,-1.012099348E-2,2.441926766E-2
2.613470375E0,5.152964499E-3,-1.462772489E-3,-6.210141815E-3,8.201134546E-3
2.623449375E0,-4.829356447E-3,8.950401098E-3,-2.888878342E-3,1.057251066E-2
2.633428375E0,-1.121401880E-2,1.300879288E-2,-6.819168921E-4,1.718859856E-2
2.643407375E0,-1.126385294E-2,1.083983481E-2,1.174211036E-3,1.567658041E-2
2.653386375E0,-3.675441490E-3,7.921542972E-3,-1.370972022E-3,8.839642385E-3
2.663366375E0,-9.372923523E-5,7.835121825E-3,-9.136422537E-3,1.203628414E-2
2.673345375E0,-2.412681933E-4,1.760865748E-2,-1.764362492E-2,2.492830778E-2
2.683324375E0,-4.126014654E-3,2.730564214E-2,-2.168620750E-2,3.511287065E-2
2.693303375E0,-1.277489681E-2,3.286339343E-2,-2.325374447E-2,4.223668131E-2
2.703282375E0,-1.813532226E-2,2.909218334E-2,-2.271396853E-2,4.112383021E-2
2.713261375E0,-2.486326545E-2,1.392628066E-2,-2.022790723E-2,3.494698117E-2
2.723240375E0,-2.586088888E-2,-5.842034239E-3,-1.345634740E-2,2.973193945E-2
2.733219375E0,-2.600309998E-2,-1.538680308E-2,-7.766503841E-3,3.119669052E-2
2.743198375E0,-2.713654935E-2,-1.129101217E-2,-3.598753829E-3,2.961132040E-2
2.753177375E0,-2.047385275E-2,-5.514082033E-3,-2.906864509E-3,2.140171976E-2
2.763156375E0,-1.328810584E-2,1.910758088E-3,2.815082844E-4,1.342773250E-2
2.773135375E0,-5.683182739E-3,1.361588389E-2,8.469663560E-3,1.701252659E-2
2.783114375E0,2.591225784E-4,2.325791121E-2,1.383776031E-2,2.706438968E-2
2.793093375E0,4.891425371E-3,2.693866566E-2,9.894684888E-3,2.911224036E-2
2.803072375E0,5.162540823E-3,2.513831481E-2,1.465954119E-5,2.566294828E-2
2.813052375E0,4.404338542E-3,2.151348814E-2,-9.247547947E-3,2.382741096E-2
2.823031375E0,2.131871413E-3,1.789860055E-2,-1.888723485E-2,2.610809104E-2
2.833010375E0,-1.773388125E-3,1.253552549E-2,-2.816542238E-2,3.088001494E-2
2.842989375E0,-5.384092219E-3,1.414350234E-2,-2.758777328E-2,3.146605062E-2
2.852968375E0,-1.743018162E-3,1.205558330E-2,-2.512248419E-2,2.791978533E-2
2.862947375E0,4.428040702E-3,1.482788124E-3,-1.851694658E-2,1.909668861E-2
2.872926375E0,1.259835251E-2,-6.211883388E-3,-1.059670560E-2,1.759534457E-2
2.882905375E0,2.231250331E-2,-3.333527129E-3,-1.892987289E-3,2.263942596E-2
2.892884375E0,3.237152845E-2,-9.593190625E-4,1.103068935E-3,3.240451987E-2
2.902863375E0,3.725257143E-2,1.223444939E-2,2.977554686E-6,3.921014969E-2
2.912842375E0,3.764192760E-2,1.912591234E-2,-5.667691119E-3,4.260091500E-2
2.922821375E0,3.748052567E-2,2.041697688E-2,-4.321390297E-3,4.289891798E-2
2.932800375E0,3.280348331E-2,1.218567975E-2,-4.930987954E-3,3.533941072E-2
2.942779375E0,3.119466081E-2,-5.716721062E-4,1.071800711E-3,3.121830279E-2
2.952758375E0,3.012779728E-2,-1.683426462E-2,1.019336400E-3,3.452702826E-2
2.962737375E0,2.548033372E-2,-2.422342449E-2,2.011533594E-3,3.521459879E-2
2.972717375E0,1.862935349E-2,-1.798364148E-2,3.539655358E-3,2.613414113E-2
2.982696375E0,1.062151138E-2,-1.112701930E-2,4.239166621E-3,1.595611469E-2
2.992675375E0,4.138045479E-3,-5.954361521E-3,7.104462013E-3,1.015141478E-2
3.002654375E0,-2.217331436E-3,-7.350349799E-3,1.566944458E-2,1.744923191E-2
