"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.265974833E0,2.891233191E-2,-1.310175750E-3,-2.857080894E-3,2.908268227E-2
1.275953833E0,3.058773838E-2,4.651313648E-3,-9.138946421E-3,3.226088653E-2
1.285932833E0,3.352067992E-2,4.703511484E-3,-1.764721423E-2,3.817306869E-2
1.295911833E0,3.243781626E-2,4.675143864E-3,-2.379152365E-2,4.049821591E-2
1.305890833E0,3.040342964E-2,-4.243782721E-3,-2.551192604E-2,3.991536792E-2
1.315869833E0,2.252285928E-2,-1.616256312E-2,-2.379332110E-2,3.653258498E-2
1.325848833E0,1.057112589E-2,-2.373472974E-2,-1.697722636E-2,3.103727297E-2
1.335827833E0,2.512682229E-3,-2.251719311E-2,-1.142526884E-2,2.537467882E-2
1.345805833E0,8.253033739E-4,-2.259282768E-2,-8.367693983E-3,2.410674783E-2
1.355784833E0,9.360220283E-3,-2.293437347E-2,-7.031986956E-3,2.574971943E-2
1.365763833E0,2.201183513E-2,-2.440523729E-2,-9.845084511E-3,3.430833983E-2
1.375742833E0,3.498780727E-2,-2.064292692E-2,-1.424043067E-2,4.304726420E-2
1.385721833E0,4.539277777E-2,-1.276183501E-2,-1.776592247E-2,5.038845808E-2
1.395700833E0,4.655389488E-2,-5.769454874E-4,-2.400344424E-2,5.238094434E-2
1.405679833E0,4.323320091E-2,7.564870641E-3,-2.043347619E-2,4.841346794E-2
1.415658833E0,4.120656475E-2,-3.424938768E-6,-1.742690429E-2,4.474011605E-2
1.425637833E0,3.570554033E-2,-1.107738167E-2,-1.905196533E-2,4.195916321E-2
1.435616833E0,3.085026331E-2,-1.886308193E-2,-1.958759129E-2,4.112454667E-2
1.445595833E0,1.906151325E-2,-2.335716784E-2,-1.858890615E-2,3.541815931E-2
1.455574833E0,8.216342889E-3,-1.758889109E-2,-1.411759108E-2,2.400382799E-2
1.465552833E0,-9.214312769E-3,-6.778585725E-3,-9.877305478E-3,1.511336983E-2
1.475531833E0,-1.754493453E-2,-8.583753370E-4,-1.012708060E-3,1.759508776E-2
1.485510833E0,-2.158841304E-2,-4.027004354E-3,3.100277856E-3,2.217854965E-2
1.495489833E0,-1.832174696E-2,-8.180595003E-3,4.931333009E-3,2.066220200E-2
1.505468833E0,-1.199966948E-2,-1.473276969E-2,8.448303677E-3,2.079472062E-2
1.515447833E0,-9.462747723E-3,-1.398642175E-2,1.320031472E-2,2.143389597E-2
1.525426833E0,-1.175173465E-2,-8.382065222E-3,1.398727857E-2,2.009990663E-2
1.535405833E0,-1.100899186E-2,-4.349510185E-3,1.530501153E-2,1.934837251E-2
1.545384833E0,-6.711448543E-3,-4.257364664E-3,1.453881990E-2,1.656942907E-2
1.555363833E0,-1.102016773E-3,-4.171140958E-3,1.191460807E-2,1.267165117E-2
1.565342833E0,3.711913014E-3,-1.007571584E-3,9.541731328E-3,1.028776630E-2
1.575321833E0,4.515128676E-3,5.343403667E-3,1.297627576E-2,1.474184799E-2
1.585300833E0,7.435018197E-3,1.003536023E-2,1.314778347E-2,1.813428137E-2
1.595279833E0,1.394904684E-2,1.616887003E-2,8.971947245E-3,2.316255822E-2
1.605257833E0,1.926178671E-2,1.515447162E-2,6.873410894E-5,2.450875684E-2
1.615236833E0,2.328108437E-2,6.101270206E-3,-1.077053137E-2,2.636738011E-2
1.625215833E0,1.769776642E-2,8.388638962E-4,-2.164874598E-2,2.797468198E-2
1.635194833E0,5.429654848E-3,-7.136103697E-3,-2.491471358E-2,2.647920090E-2
1.645173833E0,-9.782321751E-3,-7.564606145E-3,-2.069307119E-2,2.410643649E-2
1.655152833E0,-2.175031975E-2,-5.188139621E-3,-1.280252263E-2,2.576621407E-2
1.665131833E0,-2.944073081E-2,-1.102285832E-2,-2.346153138E-3,3.152403005E-2
1.675110833E0,-2.833766676E-2,-1.372876950E-2,1.071039401E-2,3.325981072E-2
1.685089208E0,-2.358019538E-2,-1.025680546E-2,2.125837468E-2,3.336384520E-2
1.695068208E0,-1.338587329E-2,-5.729896016E-3,2.621551789E-2,2.998777568E-2
1.705047208E0,-3.783845343E-3,-1.074157655E-3,2.744430117E-2,2.772473565E-2
1.715026208E0,1.710108481E-4,8.103379980E-3,2.526636049E-2,2.653456207E-2
1.725004208E0,3.255483927E-3,1.324860752E-2,2.479844354E-2,2.830347291E-2
1.734983208E0,1.832469250E-3,1.048874855E-2,2.415689267E-2,2.639937979E-2
1.744962208E0,-5.756208673E-3,1.340011600E-2,2.542535588E-2,2.931118846E-2
1.754941208E0,-1.170596015E-2,1.254118420E-2,2.967183292E-2,3.427431214E-2
1.764920208E0,-1.529004239E-2,1.019227691E-2,2.952349558E-2,3.477505854E-2
1.774899208E0,-1.469187811E-2,1.047151349E-2,2.287105285E-2,2.913054987E-2
1.784878208E0,-1.366522908E-2,6.225902587E-3,1.696762443E-2,2.265834565E-2
1.794857208E0,-1.449400373E-2,6.223505363E-3,1.661662012E-2,2.291113763E-2
1.804836208E0,-1.296588220E-2,9.501856752E-3,1.097497810E-2,1.946405731E-2
1.814815208E0,-7.337028161E-3,7.960218936E-3,1.185242366E-2,1.605232115E-2
1.824794208E0,9.653761517E-4,5.373490043E-3,1.108916197E-2,1.236025322E-2
1.834773208E0,7.856843993E-3,9.618327022E-4,8.800840937E-3,1.183680366E-2
1.844752208E0,1.558267511E-2,-2.853944432E-3,7.749157958E-3,1.763559502E-2
1.854730208E0,1.812542230E-2,-2.719465178E-3,3.869198496E-3,1.873224817E-2
1.864709208E0,2.006074041E-2,-4.387402907E-3,-1.528762514E-3,2.059173924E-2
1.874688208E0,1.528632268E-2,9.280950762E-4,-8.828295395E-3,1.767687250E-2
1.884667208E0,1.296005212E-2,3.295645351E-3,-1.148959249E-2,1.763051232E-2
1.894646208E0,8.631563745E-3,4.956824705E-5,-1.311178319E-2,1.569793643E-2
1.904625208E0,8.492014371E-3,2.927149180E-4,-1.285771746E-2,1.541171270E-2
1.914604208E0,5.321223289E-3,2.022296656E-3,-8.016223088E-3,9.831832670E-3
1.924583208E0,5.949196406E-3,5.357200280E-4,-6.329908967E-3,8.703314389E-3
1.934562208E0,8.449924178E-3,2.346541500E-3,-2.477779752E-3,9.113005439E-3
1.944541208E0,1.213547308E-2,6.236621179E-3,2.868782496E-3,1.394256302E-2
1.954520208E0,1.504659932E-2,4.954315722E-3,5.828618072E-3,1.687951966E-2
1.964499208E0,1.833853312E-2,9.686220437E-3,5.473085679E-3,2.144945990E-2
1.974478208E0,2.051695064E-2,8.941787295E-3,4.825473297E-3,2.289510900E-2
1.984456208E0,1.750171930E-2,-2.543893643E-3,2.831831109E-3,1.791091401E-2
1.994435208E0,1.301374100E-2,-1.113272458E-2,5.257037468E-3,1.791455985E-2
2.004414208E0,6.887138821E-3,-1.755467243E-2,9.438998997E-3,2.108776677E-2
2.014393208E0,7.491211873E-4,-1.616762206E-2,1.476046257E-2,2.190489536E-2
2.024372208E0,5.566515028E-6,-1.363815181E-2,1.397749316E-2,1.952868482E-2
2.034351208E0,3.915103152E-3,-7.605089340E-3,7.854951546E-3,1.161316840E-2
2.044330208E0,5.845095962E-3,-4.152567592E-3,-3.158926265E-4,7.176959841E-3
2.054309208E0,7.567089051E-3,-1.659451053E-3,-7.181921043E-3,1.056383474E-2
2.064288208E0,5.839763209E-3,-2.662930172E-3,-9.288215078E-3,1.129003856E-2
2.074267208E0,-7.536753546E-4,-9.830357507E-3,-7.495309692E-3,1.238481419E-2
2.084246208E0,-9.459282272E-3,-1.080108061E-2,-3.278726479E-3,1.472723365E-2
2.094225208E0,-1.079302840E-2,-1.106161345E-2,4.319236614E-4,1.546076687E-2
2.104204208E0,-8.373280056E-3,-9.275430813E-3,-4.135397263E-3,1.316233058E-2
2.114182208E0,-4.602748901E-3,9.997840971E-4,-1.255598105E-2,1.341035145E-2
2.124161208E0,-1.027720980E-3,8.052101359E-3,-1.734673977E-2,1.915207371E-2
2.134140208E0,-1.021630596E-3,5.280739628E-3,-1.768249832E-2,1.848244267E-2
2.144119208E0,2.064174041E-3,5.930018611E-3,-2.133582346E-2,2.224057773E-2
2.154098208E0,6.406852044E-4,9.921890683E-3,-2.009752207E-2,2.242241703E-2
2.164077208E0,5.424143746E-4,5.940198898E-3,-1.853504591E-2,1.947121216E-2
2.174056208E0,-3.588658059E-3,5.519224331E-3,-1.635451429E-2,1.762981683E-2
2.184035208E0,-8.546665311E-3,8.780531585E-3,-1.301091537E-2,1.787252477E-2
2.194014208E0,-1.783654653E-2,2.113113645E-3,-7.775207050E-3,1.957195662E-2
2.203993208E0,-2.498713508E-2,-2.607872244E-3,8.893881459E-4,2.513859440E-2
2.213972208E0,-3.117074072E-2,-1.719977241E-3,7.056470029E-3,3.200573649E-2
2.223951208E0,-2.668757550E-2,-6.267324556E-3,6.924643647E-3,2.827466592E-2
2.233930208E0,-1.511183940E-2,-9.952129796E-3,5.961976014E-3,1.905144970E-2
2.243908208E0,-9.882969316E-4,-1.449015643E-2,2.064972417E-3,1.466988328E-2
2.253887208E0,4.970033187E-3,-1.822981983E-2,-8.779891767E-3,2.083540402E-2
2.263866208E0,7.969550788E-3,-1.220042445E-2,-1.546389237E-2,2.124843674E-2
2.273845208E0,1.798101468E-3,-6.356280297E-3,-1.987980679E-2,2.094856048E-2
2.283824208E0,-7.177283987E-3,-5.018840544E-3,-2.198743261E-2,2.366747470E-2
2.293803208E0,-1.056556869E-2,-6.638627965E-3,-2.166299336E-2,2.499975808E-2
2.303782208E0,-1.043134555E-2,-9.695405141E-3,-2.480525710E-2,2.860270320E-2
2.313761208E0,-1.055009197E-2,-1.147851534E-2,-2.497849800E-2,2.944462799E-2
2.323740208E0,-1.523805410E-2,-6.420906167E-3,-2.290709130E-2,2.825174615E-2
2.333719208E0,-2.035743557E-2,1.097033918E-2,-1.908013038E-2,2.998040860E-2
2.343698208E0,-2.747100592E-2,2.305230126E-2,-8.184873499E-3,3.678392194E-2
2.353677208E0,-3.017096594E-2,2.416329272E-2,5.413831677E-3,3.903154461E-2
2.363656208E0,-2.967321873E-2,1.739673316E-2,1.762202755E-2,3.864818352E-2
2.373634208E0,-3.229674697E-2,4.589778371E-3,2.812214009E-2,4.306971899E-2
2.383613208E0,-3.776901215E-2,-7.487657014E-3,3.786345199E-2,5.400189148E-2
2.393592208E0,-4.468596727E-2,-6.099863444E-3,4.018199444E-2,6.040394591E-2
2.403571208E0,-4.916620255E-2,-3.149347380E-3,3.869355470E-2,6.264523156E-2
2.413550208E0,-4.472275823E-2,-5.762053654E-3,3.084189445E-2,5.463102433E-2
2.423529208E0,-3.478996456E-2,-7.410816848E-3,1.754499786E-2,3.966218337E-2
2.433508208E0,-2.720111050E-2,-5.216524005E-3,8.771603927E-3,2.905260006E-2
2.443487208E0,-2.351422980E-2,-3.163074143E-4,1.651109895E-3,2.357424903E-2
2.453466208E0,-2.168135718E-2,2.421307378E-3,-2.634040546E-3,2.197457959E-2
2.463445208E0,-2.289842069E-2,3.031703876E-3,-5.384020973E-3,2.371743199E-2
2.473424208E0,-1.887752675E-2,4.308093339E-4,-7.084919140E-3,2.016786285E-2
2.483403208E0,-1.752197742E-2,-9.537679143E-4,-7.487589028E-3,1.907860990E-2
2.493381208E0,-1.295946632E-2,7.103154901E-3,-7.753437385E-3,1.668886959E-2
2.503360208E0,-4.617912695E-3,9.084813297E-3,-2.767467406E-3,1.056020010E-2
2.513339208E0,8.393473923E-3,8.029529825E-3,3.368058009E-3,1.209411297E-2
2.523318208E0,2.460946143E-2,1.315132156E-2,-4.863349604E-4,2.790733545E-2
2.533297208E0,4.103293270E-2,2.213982865E-2,-6.920866668E-3,4.713567623E-2
2.543276208E0,5.058728904E-2,2.355183661E-2,-7.421541028E-3,5.629246922E-2
2.553255208E0,5.278887600E-2,2.856009826E-2,-3.079720540E-3,6.009849682E-2
2.563234208E0,5.094943196E-2,3.463263810E-2,6.039209664E-3,6.190102012E-2
2.573213208E0,4.549877718E-2,3.310479224E-2,1.704312116E-2,5.879229518E-2
2.583192208E0,3.975646943E-2,3.238813579E-2,2.151190676E-2,5.560872534E-2
2.593171208E0,3.828586265E-2,2.650214918E-2,2.026248537E-2,5.078129088E-2
2.603150208E0,3.727519512E-2,1.414321736E-2,1.279924251E-2,4.187232233E-2
2.613129208E0,3.862831742E-2,5.654782522E-3,2.161380369E-3,3.909980865E-2
2.623107208E0,3.384660929E-2,-1.731228549E-3,-5.820645951E-3,3.438706199E-2
2.633086208E0,3.050648421E-2,-7.895312272E-3,-9.690818377E-3,3.296806782E-2
2.643065208E0,2.448827215E-2,-1.183892135E-2,-8.939807303E-3,2.863137590E-2
2.653044208E0,1.632302999E-2,-2.173675597E-2,-4.500650335E-3,2.755328876E-2
2.663023208E0,6.840046030E-3,-2.862422541E-2,-2.510203980E-3,2.953698756E-2
2.673002208E0,-4.186467268E-4,-3.658267483E-2,-5.402797367E-3,3.698185477E-2
2.682981167E0,-5.035236478E-3,-4.233111069E-2,-1.019808557E-2,4.383237944E-2
2.692960167E0,-1.096745580E-2,-4.610608146E-2,-1.265438367E-2,4.905292305E-2
2.702939167E0,-1.541626640E-2,-3.462626040E-2,-1.022158656E-2,3.925710141E-2
2.712918167E0,-1.659123413E-2,-2.654449269E-2,-5.232820287E-3,3.173738412E-2
2.722897167E0,-1.968342997E-2,-2.094865777E-2,6.029643118E-4,2.875147376E-2
2.732876167E0,-2.265025303E-2,-2.076551504E-2,6.697141565E-3,3.144983756E-2
2.742855167E0,-2.349394374E-2,-2.950388007E-2,7.065989077E-3,3.837150679E-2
2.752833167E0,-2.416827716E-2,-3.541456908E-2,5.324079189E-3,4.320466576E-2
2.762812167E0,-2.278849483E-2,-3.564733267E-2,4.519538488E-3,4.254966570E-2
2.772791167E0,-1.944373176E-2,-2.981251851E-2,2.968981862E-3,3.571638024E-2
2.782770167E0,-1.170059014E-2,-2.146537229E-2,-3.797844518E-3,2.474044544E-2
2.792749167E0,-1.787805930E-3,-1.402297989E-2,-6.675054785E-3,1.563318814E-2
2.802728167E0,6.911942270E-3,-1.602967083E-2,-9.068704210E-3,1.967146891E-2
2.812707167E0,1.002331916E-2,-1.156634465E-2,-1.154317986E-2,1.917008756E-2
2.822686167E0,1.240285393E-2,-1.252082177E-2,-6.767599378E-3,1.887861660E-2
2.832665167E0,8.919714950E-3,-1.237347908E-2,-3.109548474E-3,1.556706752E-2
2.842644167E0,8.199863136E-3,-1.036998257E-2,1.511568436E-3,1.330635687E-2
2.852623167E0,6.329759024E-3,-1.675425470E-2,6.975709461E-3,1.922059891E-2
2.862602167E0,1.437684987E-4,-2.564761415E-2,7.390363608E-3,2.669153902E-2
2.872581167E0,-2.704222454E-3,-3.147820756E-2,6.165176630E-3,3.219005705E-2
2.882559167E0,-1.438111812E-2,-3.256211430E-2,5.991005804E-3,3.609709125E-2
2.892538167E0,-2.619968541E-2,-2.507723123E-2,1.156360377E-2,3.806583736E-2
2.902517167E0,-3.086581081E-2,-1.707230322E-2,1.124349143E-2,3.702131702E-2
2.912496167E0,-2.981653623E-2,-7.755768485E-3,1.244670805E-2,3.322797494E-2
2.922475167E0,-2.225688845E-2,-3.821214661E-3,1.152046025E-2,2.535136622E-2
2.932454167E0,-1.568760164E-2,3.892583307E-3,1.032742765E-2,1.918094919E-2
2.942433167E0,-1.177355368E-2,1.205623709E-2,1.405079383E-2,2.194069794E-2
2.952412167E0,-8.096334524E-3,1.254590601E-2,2.332612127E-2,2.769581780E-2
2.962391167E0,-6.251030602E-3,1.088462584E-2,3.049827926E-2,3.298022894E-2
2.972370167E0,-5.386480130E-3,1.370600332E-2,3.712794557E-2,3.994187073E-2
2.982349167E0,2.399537945E-3,1.222182345E-2,3.229084611E-2,3.460967340E-2
2.992328167E0,7.788397837E-3,5.556650460E-3,2.139992267E-2,2.344124987E-2
