"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.235237083E-1,3.725752258E-1,1.688488770E-1,1.036145325E1,1.036952437E1
6.335487083E-1,3.852987671E-1,1.968406677E-1,1.004830444E1,1.005761520E1
6.435727084E-1,3.329077148E-1,1.574725342E-1,1.000504440E1,1.001181995E1
6.535967083E-1,4.023632813E-1,1.124162292E-1,1.003273682E1,1.004143125E1
6.636207083E-1,5.322930908E-1,1.077758789E-1,1.015398468E1,1.016849824E1
6.736447084E-1,5.481600952E-1,9.804611206E-2,1.028092072E1,1.029599064E1
6.836687083E-1,5.578898621E-1,7.529342651E-2,1.021670425E1,1.023220191E1
6.936937083E-1,6.544390869E-1,1.440005493E-1,1.005174728E1,1.007405828E1
7.037177084E-1,6.854246521E-1,2.213896179E-1,9.857151947E0,9.883433858E0
7.137417083E-1,6.572831726E-1,2.279759216E-1,9.827513580E0,9.852107255E0
7.237657083E-1,5.053491211E-1,2.321672058E-1,9.898316345E0,9.913926862E0
7.337897083E-1,3.436853027E-1,2.112107849E-1,9.925859070E0,9.934052942E0
7.438137083E-1,1.788780212E-1,3.329077148E-1,1.001432510E1,1.002145360E1
7.538387083E-1,9.505233765E-2,2.782713318E-1,9.933493195E0,9.937844682E0
7.638627084E-1,2.022294617E-1,1.538800049E-1,9.817334747E0,9.820623063E0
7.738867083E-1,3.129991150E-1,8.547225952E-2,9.767039337E0,9.772427097E0
7.839107083E-1,3.942800903E-1,1.377136230E-2,9.878707123E0,9.886581859E0
7.939347083E-1,5.125341797E-1,1.197509766E-3,1.001761826E1,1.003072122E1
8.039587083E-1,5.520520020E-1,-1.317260742E-2,1.011042526E1,1.012549426E1
8.139837083E-1,5.520520020E-1,-4.775070190E-2,1.010428802E1,1.011947024E1
8.240077083E-1,5.652246094E-1,-5.807922363E-2,9.962233429E0,9.978424071E0
8.340317083E-1,5.020559692E-1,-5.388793945E-2,9.728269958E0,9.741365433E0
8.440557083E-1,5.797444153E-1,-6.212081909E-2,9.578281860E0,9.596011983E0
8.540797083E-1,7.306306458E-1,-5.553451538E-2,9.595795441E0,9.623730844E0
8.641037084E-1,7.240443420E-1,-5.044509888E-2,9.648336182E0,9.675596932E0
8.741287083E-1,6.831793213E-1,-4.580474854E-2,9.679920502E0,9.704107016E0
8.841527083E-1,6.635700989E-1,4.086502075E-2,9.685908051E0,9.708697646E0
8.941767084E-1,5.989045715E-1,8.262817383E-2,9.704768829E0,9.723582268E0
9.042007083E-1,4.999603271E-1,8.158035278E-2,9.715995483E0,9.729192357E0
9.142247083E-1,4.604425049E-1,5.433700562E-2,9.795480194E0,9.806446453E0
9.242487084E-1,4.909790039E-1,8.666976929E-2,9.864935760E0,9.877526491E0
9.342737083E-1,4.870870972E-1,2.978805542E-2,9.910890198E0,9.922897041E0
9.442977083E-1,5.887257385E-1,-2.544708252E-2,1.000998413E1,1.002731409E1
9.543217084E-1,7.961943054E-1,-2.664459229E-2,1.012883698E1,1.016011682E1
9.643457083E-1,8.080197144E-1,-2.439926147E-2,1.015368530E1,1.018581447E1
9.743697083E-1,5.903723145E-1,-7.918533325E-2,1.008572662E1,1.010330101E1
9.843937083E-1,3.496728516E-1,-1.059796143E-1,9.970316620E0,9.977009386E0
9.944187083E-1,4.531077576E-1,-6.421646118E-2,9.980495453E0,9.990981928E0
1.004442708E0,6.429130554E-1,-1.721420288E-2,1.004276596E1,1.006333850E1
1.014466708E0,6.515950012E-1,-4.400848389E-2,1.012958542E1,1.015061641E1
1.024490708E0,6.897656250E-1,-2.275268555E-2,1.017898270E1,1.020235184E1
1.034514708E0,7.126679993E-1,8.681945801E-3,1.010758118E1,1.013267824E1
1.044538708E0,5.785469055E-1,3.248245239E-2,9.942175140E0,9.959047050E0
1.054563708E0,4.592449951E-1,6.511459351E-2,9.768536224E0,9.779542210E0
1.064587708E0,4.968168640E-1,1.194515991E-1,9.701325989E0,9.714773370E0
1.074611708E0,5.920188904E-1,1.417552185E-1,9.568402405E0,9.587747675E0
1.084635708E0,6.472540283E-1,1.595681763E-1,9.459429016E0,9.482889702E0
1.094659708E0,6.511459351E-1,1.448986816E-1,9.420809326E0,9.444397017E0
1.104683708E0,6.375242615E-1,1.293310547E-1,9.483678589E0,9.505962512E0
1.114708708E0,6.242019653E-1,1.437011719E-1,9.596992950E0,9.618344546E0
1.124732708E0,6.033952332E-1,1.191522217E-1,9.707014160E0,9.726479680E0
1.134756708E0,5.755531311E-1,6.706054688E-2,9.832004242E0,9.849064216E0
1.144780708E0,5.143304443E-1,6.167175293E-2,9.871522064E0,9.885104303E0
1.154804708E0,5.292993164E-1,5.014572144E-2,9.876162415E0,9.890462901E0
1.164828708E0,5.769003296E-1,5.448669434E-2,9.898915100E0,9.915861180E0
1.174853708E0,6.104306030E-1,1.781295776E-2,9.887688446E0,9.906529444E0
1.184877708E0,6.777905273E-1,-4.879852295E-2,9.906100159E0,9.929380728E0
1.194901708E0,6.685098267E-1,-7.694000244E-2,9.962083740E0,9.984785306E0
1.204925708E0,5.638774109E-1,-6.631210327E-2,9.954599304E0,9.970777419E0
1.214949708E0,5.444178772E-1,-4.236190796E-2,9.939630432E0,9.954618952E0
1.224973708E0,5.667214966E-1,4.490661621E-4,9.942923584E0,9.959061344E0
1.234998708E0,5.710624695E-1,3.338058472E-2,9.934391327E0,9.950847082E0
1.245022708E0,5.650749207E-1,5.882766724E-2,9.955048370E0,9.971246583E0
1.255046708E0,5.530998230E-1,7.214996338E-2,9.964478760E0,9.980078255E0
1.265070708E0,5.174739075E-1,9.041198730E-2,9.944869537E0,9.958734040E0
1.275094708E0,5.421725464E-1,4.430786133E-2,9.938732300E0,9.953608089E0
1.285118708E0,5.978567505E-1,4.445755005E-2,9.999206543E0,1.001716231E1
1.295143708E0,5.156776428E-1,3.592529297E-2,9.938582611E0,9.952016799E0
1.305167708E0,4.788542175E-1,4.161346436E-2,9.873917084E0,9.885609320E0
1.315191708E0,4.996609497E-1,5.568420410E-2,9.834548950E0,9.847391271E0
1.325215708E0,4.852908325E-1,7.125183105E-2,9.791288910E0,9.803566827E0
1.335239708E0,4.951702881E-1,1.028361511E-1,9.763147430E0,9.776237346E0
1.345264708E0,5.930667114E-1,9.550140381E-2,9.775272217E0,9.793712042E0
1.355288708E0,6.709048462E-1,1.140628052E-1,9.819430389E0,9.842984141E0
1.365312708E0,6.414161682E-1,1.065783691E-1,9.839488678E0,9.860948793E0
1.375336708E0,5.453160095E-1,9.669891357E-2,9.872869263E0,9.888390552E0
1.385360708E0,4.556524658E-1,9.145980835E-2,9.898615723E0,9.909519529E0
1.395384708E0,4.025129700E-1,6.466552734E-2,9.967921600E0,9.976254776E0
1.405409708E0,4.417314148E-1,5.852828979E-2,9.945019226E0,9.954996716E0
1.415433708E0,5.592370605E-1,6.855743408E-2,9.806108093E0,9.822280904E0
1.425457708E0,6.141728210E-1,8.741821289E-2,9.711654510E0,9.731448172E0
1.435481708E0,5.785469055E-1,1.296304321E-1,9.648186493E0,9.666386252E0
1.445505708E0,5.495072937E-1,1.395098877E-1,9.654623108E0,9.671254760E0
1.455529500E0,5.237608337E-1,1.824705505E-1,9.719438324E0,9.735250497E0
1.465554500E0,5.394781494E-1,1.895059204E-1,9.786648560E0,9.803338166E0
1.475578500E0,5.755531311E-1,1.597178650E-1,9.836045837E0,9.854165054E0
1.485602500E0,5.806425476E-1,1.719923401E-1,9.808203735E0,9.826880871E0
1.495626500E0,5.348377991E-1,1.423539734E-1,9.730515289E0,9.746242554E0
1.505650500E0,5.715115356E-1,1.175056458E-1,9.710307312E0,9.727820984E0
1.515675500E0,6.173162842E-1,1.299298096E-1,9.724677429E0,9.745117354E0
1.525699500E0,5.490582275E-1,7.005432129E-2,9.761949921E0,9.777629508E0
1.535723500E0,4.694238281E-1,4.296066284E-2,9.873917084E0,9.885162767E0
1.545747500E0,4.897814941E-1,1.437011719E-2,1.000743942E1,1.001942794E1
1.555771500E0,5.788462830E-1,5.089416504E-3,1.011282028E1,1.012937426E1
1.565795500E0,6.652166748E-1,3.966751099E-2,1.010473709E1,1.012668744E1
1.575820500E0,6.032455444E-1,5.209167480E-2,1.002435425E1,1.004262400E1
1.585844500E0,5.005590820E-1,7.873626709E-2,9.944420471E0,9.957321794E0
1.595868500E0,4.945715332E-1,1.130149841E-1,9.897717590E0,9.910710715E0
1.605892500E0,4.953199768E-1,1.031355286E-1,9.823921051E0,9.836940766E0
1.615916500E0,5.040019226E-1,1.646575928E-1,9.748927002E0,9.763334868E0
1.625940500E0,5.536985779E-1,1.678010559E-1,9.723180542E0,9.740378800E0
1.635965500E0,6.099815369E-1,1.357676697E-1,9.764045563E0,9.784022490E0
1.645989500E0,6.469546509E-1,1.193019104E-1,9.826914825E0,9.848910511E0
1.656013500E0,5.864804077E-1,8.936416626E-2,9.899513855E0,9.917273808E0
1.666037500E0,5.375321960E-1,1.013392639E-1,9.955198059E0,9.970214587E0
1.676061500E0,5.510041809E-1,1.170565796E-1,9.925410004E0,9.941381775E0
1.686086500E0,6.328839111E-1,1.073268127E-1,9.928703156E0,9.949432518E0
1.696110500E0,6.706054688E-1,1.362167358E-1,9.898466034E0,9.922091338E0
1.706134500E0,6.634204102E-1,1.474433899E-1,9.862989807E0,9.886376188E0
1.716158500E0,6.218069458E-1,1.428030396E-1,9.859097900E0,9.879719024E0
1.726182500E0,5.890251160E-1,1.646575928E-1,9.862690430E0,9.881635756E0
1.736206500E0,6.394702148E-1,1.986369324E-1,9.846374359E0,9.869116820E0
1.746231500E0,6.259982300E-1,1.983375549E-1,9.873917084E0,9.895728884E0
1.756255500E0,5.505551147E-1,1.703457642E-1,9.905800781E0,9.922550969E0
1.766279500E0,5.289999390E-1,1.490899658E-1,9.885293427E0,9.900560332E0
1.776303500E0,5.391787720E-1,1.263372803E-1,9.820777588E0,9.836378769E0
1.786327500E0,5.301974487E-1,1.288819885E-1,9.783804474E0,9.799007597E0
1.796352500E0,5.266049194E-1,1.425036621E-1,9.778265991E0,9.793472613E0
1.806376500E0,5.303471375E-1,1.558259583E-1,9.782906342E0,9.798510412E0
1.816400500E0,6.517446899E-1,1.808239746E-1,9.801318054E0,9.824627426E0
1.826424500E0,6.851252747E-1,1.694476318E-1,9.813592529E0,9.838938331E0
1.836448500E0,6.152206421E-1,1.803749084E-1,9.853110352E0,9.873946280E0
1.846472500E0,5.580395508E-1,2.091151428E-1,9.901459808E0,9.919377179E0
1.856497500E0,5.077441406E-1,1.796264648E-1,9.932744751E0,9.947335727E0
1.866521500E0,4.908293152E-1,1.642085266E-1,9.979148254E0,9.992561120E0
1.876545500E0,4.831951904E-1,1.586700439E-1,1.003318588E1,1.004606753E1
1.886569500E0,5.090913391E-1,1.451980591E-1,9.974657593E0,9.988696139E0
1.896593500E0,5.436694336E-1,1.384620667E-1,9.913734283E0,9.929595945E0
1.906618500E0,5.965095520E-1,1.869612122E-1,9.879305878E0,9.899063732E0
1.916642500E0,6.141728210E-1,2.107617188E-1,9.859247589E0,9.880606853E0
1.926666500E0,5.846841431E-1,2.204914856E-1,9.835596771E0,9.855426723E0
1.936690500E0,5.593867493E-1,1.932481384E-1,9.796078949E0,9.813940144E0
1.946714500E0,5.795947266E-1,1.580712891E-1,9.754914551E0,9.773396261E0
1.956738500E0,6.337820435E-1,1.645079041E-1,9.707912292E0,9.729969353E0
1.966763500E0,6.451583862E-1,1.990859985E-1,9.678124237E0,9.701646939E0
1.976787500E0,5.628295898E-1,2.348616028E-1,9.737101593E0,9.756181863E0
1.986811500E0,4.933740234E-1,2.130070496E-1,9.854756927E0,9.869398362E0
1.996835500E0,5.078938293E-1,1.833686829E-1,9.912087708E0,9.926785126E0
2.006859500E0,5.155279541E-1,1.785786438E-1,9.965227203E0,9.980150932E0
2.016884500E0,5.487588501E-1,1.808239746E-1,9.973759460E0,9.990481037E0
2.026908500E0,5.950126648E-1,2.109114075E-1,9.971813507E0,9.991776034E0
2.036932500E0,5.435197449E-1,2.191442871E-1,9.889185333E0,9.906534434E0
2.046956500E0,4.701722717E-1,1.871109009E-1,9.818532257E0,9.831563870E0
2.056980500E0,5.310955811E-1,1.657054138E-1,9.793683929E0,9.809473264E0
2.067004500E0,6.252497864E-1,1.913021851E-1,9.810598755E0,9.832363996E0
2.077029500E0,6.030958557E-1,1.983375549E-1,9.880204010E0,9.900580472E0
2.087053500E0,4.935237122E-1,1.969903564E-1,9.934690704E0,9.948891910E0
2.097077500E0,4.215234375E-1,1.645079041E-1,9.925859070E0,9.936167427E0
2.107101500E0,5.014572144E-1,1.963916016E-1,9.922715607E0,9.937319257E0
2.117125500E0,5.691165161E-1,2.020797729E-1,9.911938019E0,9.930319488E0
2.127150500E0,6.045927429E-1,2.118095398E-1,9.848020935E0,9.868835392E0
2.137174500E0,6.167175293E-1,2.302212524E-1,9.807006226E0,9.829074903E0
2.147198500E0,6.086343384E-1,2.239343262E-1,9.763446808E0,9.784961722E0
2.157222500E0,5.658233643E-1,2.173480225E-1,9.781409454E0,9.800171792E0
2.167246500E0,5.177732849E-1,2.151026917E-1,9.782157898E0,9.798212668E0
2.177271500E0,5.107379150E-1,2.210902405E-1,9.801168365E0,9.816956526E0
2.187295500E0,5.026547241E-1,2.209405518E-1,9.887538757E0,9.902772298E0
2.197319500E0,5.333409119E-1,2.424957275E-1,9.918374634E0,9.935663646E0
2.207343500E0,5.713618469E-1,2.667453003E-1,9.906698914E0,9.926746233E0
2.217367500E0,5.408253479E-1,2.817141724E-1,9.873767395E0,9.892579921E0
2.227391500E0,5.388793945E-1,2.746788025E-1,9.810149689E0,9.828777969E0
2.237416500E0,5.715115356E-1,2.121089172E-1,9.787995758E0,9.806960619E0
2.247440500E0,6.062393188E-1,1.911524963E-1,9.829459534E0,9.849991884E0
2.257464500E0,5.890251160E-1,1.911524963E-1,9.918224945E0,9.937538726E0
2.267488500E0,5.530998230E-1,1.980381775E-1,9.926308136E0,9.943677979E0
2.277512500E0,5.192701721E-1,2.362088013E-1,9.913883972E0,9.930283557E0
2.287537500E0,5.057981873E-1,2.709365845E-1,9.870174866E0,9.886839248E0
2.297561500E0,4.858895874E-1,2.526745605E-1,9.830207977E0,9.845451843E0
2.307585500E0,5.360353088E-1,2.365081787E-1,9.780062256E0,9.797596016E0
2.317609500E0,6.159690857E-1,2.465373230E-1,9.770182800E0,9.792684541E0
2.327633500E0,6.230044556E-1,2.204914856E-1,9.791588287E0,9.813865306E0
2.337657500E0,6.662644958E-1,2.296224976E-1,9.831255798E0,9.856481393E0
2.347682500E0,6.382727051E-1,2.454895020E-1,9.845476227E0,9.869197499E0
2.357706500E0,5.945635986E-1,2.320175171E-1,9.818083191E0,9.838805595E0
2.367730500E0,5.776487732E-1,2.360591125E-1,9.803862762E0,9.823702310E0
2.377754500E0,5.842350769E-1,2.561174011E-1,9.779164124E0,9.799947842E0
2.387778500E0,5.610333252E-1,2.360591125E-1,9.768685913E0,9.787630294E0
2.397803500E0,5.258564758E-1,2.053729248E-1,9.823022919E0,9.839231796E0
2.407827500E0,5.661227417E-1,1.877096558E-1,9.925709381E0,9.943612854E0
2.417851500E0,6.306385803E-1,2.016307068E-1,9.965676270E0,9.987645542E0
2.427875500E0,6.146218872E-1,1.890568542E-1,1.000205063E1,1.002270020E1
2.437899500E0,5.608836365E-1,1.941462708E-1,9.986183624E0,1.000380661E1
2.447924500E0,5.632786560E-1,2.070195007E-1,9.940528564E0,9.958626816E0
2.457948500E0,6.212081909E-1,1.936972046E-1,9.924511871E0,9.945820937E0
2.467972500E0,6.206094360E-1,1.917512512E-1,9.870324554E0,9.891674854E0
2.477996500E0,6.110293579E-1,2.260299683E-1,9.844129028E0,9.865663827E0
2.488020500E0,6.010002136E-1,2.329156494E-1,9.868378601E0,9.889405805E0
2.498045500E0,5.789959717E-1,2.411485291E-1,9.915231171E0,9.935048974E0
2.508069500E0,5.858816528E-1,2.347119141E-1,9.913285217E0,9.933356472E0
2.518093500E0,5.516029358E-1,2.601589966E-1,9.886940002E0,9.905732235E0
2.528117500E0,5.441184998E-1,2.421963501E-1,9.816586304E0,9.834637292E0
2.538141500E0,5.406756592E-1,2.797682190E-1,9.731712799E0,9.750735071E0
2.548165500E0,5.351371765E-1,2.760260010E-1,9.729766846E0,9.748380636E0
2.558190500E0,5.601351929E-1,2.661465454E-1,9.809550934E0,9.829133987E0
2.568214500E0,5.459147644E-1,2.874023438E-1,9.891280975E0,9.910502630E0
2.578238500E0,5.191204834E-1,2.811154175E-1,9.939630432E0,9.957146433E0
2.588262500E0,4.462220764E-1,2.245330811E-1,9.940827942E0,9.953370756E0
2.598286500E0,4.248165894E-1,2.067201233E-1,9.927805023E0,9.939039940E0
2.608311500E0,4.673281860E-1,2.296224976E-1,9.888736267E0,9.902435412E0
2.618335500E0,5.032534790E-1,2.603086853E-1,9.834399261E0,9.850707259E0
2.628359500E0,4.938230896E-1,3.056643677E-1,9.819280701E0,9.836440689E0
2.638383500E0,4.652325439E-1,2.954855347E-1,9.841434631E0,9.856854905E0
2.648407500E0,4.734654236E-1,2.739303589E-1,9.829758911E0,9.844966612E0
2.658432500E0,5.321434021E-1,2.790197754E-1,9.822124786E0,9.840485961E0
2.668456500E0,5.626799011E-1,2.805166626E-1,9.843530273E0,9.863588927E0
2.678480500E0,4.899311829E-1,2.468367004E-1,9.848320312E0,9.863588287E0
2.688504500E0,5.069956970E-1,2.727328491E-1,9.839039612E0,9.855867710E0
2.698528500E0,4.971162415E-1,2.725831604E-1,9.790540466E0,9.806941866E0
2.708552500E0,4.155358887E-1,2.664459229E-1,9.733059998E0,9.745569271E0
2.718577500E0,3.900888062E-1,2.342628479E-1,9.736652527E0,9.747279148E0
2.728601500E0,4.929249573E-1,2.618055725E-1,9.790091400E0,9.805988313E0
2.738625500E0,5.372328186E-1,2.662962341E-1,9.838590546E0,9.856845170E0
2.748649500E0,5.343887329E-1,2.378553772E-1,9.891280975E0,9.908561239E0
2.758673500E0,5.505551147E-1,2.255809021E-1,9.961335297E0,9.979088063E0
2.768698500E0,5.742059326E-1,2.267784119E-1,1.002001328E1,1.003901424E1
2.778722500E0,5.337899780E-1,2.077679443E-1,9.970166931E0,9.986607427E0
2.788746500E0,4.632865906E-1,1.962419128E-1,9.829010468E0,9.841879502E0
2.798770500E0,4.532574463E-1,2.350112915E-1,9.721533966E0,9.734931704E0
2.808794500E0,4.854405212E-1,2.486329651E-1,9.675579529E0,9.690939587E0
2.818819500E0,5.605842590E-1,2.851570129E-1,9.750124512E0,9.770388796E0
2.828843500E0,5.598358154E-1,3.249742126E-1,9.829010468E0,9.850303099E0
2.838867500E0,5.135820007E-1,2.694396973E-1,9.882898407E0,9.899901269E0
2.848891500E0,5.164260864E-1,2.145039368E-1,9.998308411E0,1.001393424E1
2.858915500E0,5.468128967E-1,2.041754150E-1,1.009021729E1,1.010708548E1
2.868940500E0,5.233117676E-1,2.053729248E-1,1.007195526E1,1.008763183E1
2.878964500E0,4.996609497E-1,2.061213684E-1,1.003183868E1,1.004638913E1
2.888988500E0,5.093907166E-1,2.522254944E-1,9.951006775E0,9.967227921E0
2.899012500E0,4.888833618E-1,2.776725769E-1,9.879305878E0,9.895291488E0
2.909036500E0,5.063969421E-1,2.727328491E-1,9.831555176E0,9.848365257E0
2.919060500E0,5.354365540E-1,2.975811768E-1,9.835746460E0,9.854803665E0
2.929085500E0,5.281018066E-1,3.103047180E-1,9.850116577E0,9.869142674E0
2.939109500E0,4.553530884E-1,3.140469360E-1,9.807904358E0,9.823490205E0
2.949133500E0,4.230203247E-1,3.113525391E-1,9.777367859E0,9.791466123E0
2.959157500E0,4.411326599E-1,2.969824219E-1,9.823022919E0,9.837406967E0
2.969181500E0,4.863386536E-1,2.912942505E-1,9.795480194E0,9.811870864E0
2.979206500E0,5.171745300E-1,3.303630066E-1,9.741741943E0,9.761052469E0
2.989230500E0,4.827461243E-1,3.010240173E-1,9.655521240E0,9.672267040E0
2.999254500E0,5.137316895E-1,2.730322266E-1,9.674382019E0,9.691859176E0
3.009278500E0,5.346881104E-1,2.363584900E-1,9.825717316E0,9.843092882E0
3.019302500E0,5.831872559E-1,2.454895020E-1,9.987979889E0,1.000800253E1
3.029327500E0,5.530998230E-1,2.505789185E-1,1.007060806E1,1.008889766E1
3.039351500E0,4.779560852E-1,2.613565063E-1,1.005249573E1,1.006724489E1
3.049375500E0,4.403842163E-1,2.740800476E-1,9.951156464E0,9.964666231E0
3.059399500E0,4.203259277E-1,2.947370911E-1,9.859097900E0,9.872454368E0
3.069423500E0,4.725672913E-1,2.878514099E-1,9.793683929E0,9.809302890E0
3.079448500E0,5.304968262E-1,2.854563904E-1,9.772128754E0,9.790679885E0
3.089472500E0,5.900729370E-1,2.912942505E-1,9.816586304E0,9.838618047E0
3.099496500E0,6.036946106E-1,3.076103210E-1,9.861642609E0,9.884890805E0
3.109520500E0,6.021977234E-1,2.978805542E-1,9.910740509E0,9.933486415E0
3.119544500E0,5.342390442E-1,2.800675964E-1,9.914033661E0,9.932366921E0
3.129569500E0,4.442761230E-1,2.749781799E-1,9.869127045E0,9.882948087E0
3.139593500E0,4.071533203E-1,2.830613708E-1,9.818232880E0,9.830747400E0
3.149617500E0,4.758604431E-1,2.959346008E-1,9.786798248E0,9.802828184E0
3.159641500E0,5.427713013E-1,3.468287659E-1,9.787995758E0,9.809166725E0
3.169665500E0,5.408253479E-1,3.698808289E-1,9.753118286E0,9.775102055E0
3.179690500E0,5.528004456E-1,3.502716064E-1,9.743388519E0,9.765341692E0
3.189714500E0,5.147795105E-1,3.475772095E-1,9.758357391E0,9.778105483E0
3.199738500E0,4.158352661E-1,3.150947571E-1,9.795480194E0,9.809364705E0
3.209762500E0,4.581971741E-1,2.944377136E-1,9.881700897E0,9.896698987E0
3.219786500E0,5.075944519E-1,2.644999695E-1,9.902956696E0,9.919484043E0
3.229810500E0,4.706213379E-1,2.619552612E-1,9.870324554E0,9.885009449E0
3.239835500E0,4.472698975E-1,2.760260010E-1,9.848170624E0,9.862185627E0
3.249859500E0,4.709207153E-1,2.971321106E-1,9.849517822E0,9.865244809E0
3.259883500E0,5.114863586E-1,3.074606323E-1,9.903555450E0,9.921520090E0
3.269907500E0,4.947212219E-1,2.764750671E-1,9.928254089E0,9.944416364E0
