"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.804500833E-1,1.966909790E-1,8.710386658E-1,9.557624817E0,9.599249337E0
6.904740834E-1,2.469863892E-1,9.148974609E-1,9.525142365E0,9.572166772E0
7.004990834E-1,2.417472839E-1,9.002279663E-1,9.756112061E0,9.800539510E0
7.105240833E-1,1.531315613E-1,8.672964478E-1,9.871821442E0,9.911029764E0
7.205490834E-1,1.074765015E-1,9.677375793E-1,9.870474243E0,9.918383387E0
7.305730833E-1,5.733078003E-2,9.385482788E-1,9.936486969E0,9.980878367E0
7.405980834E-1,7.738906860E-2,9.038204956E-1,1.014545242E1,1.018592585E1
7.506230834E-1,8.008346558E-2,8.982820129E-1,1.027852570E1,1.031801407E1
7.606487500E-1,1.428030396E-1,8.954379272E-1,1.031460068E1,1.035438018E1
7.706727500E-1,1.978884888E-1,8.301736450E-1,1.009695328E1,1.013295681E1
7.806977500E-1,3.966751099E-1,8.801696777E-1,9.754465485E0,9.802124601E0
7.907227500E-1,2.887495422E-1,9.454339600E-1,9.753118286E0,9.803088186E0
8.007477500E-1,1.960922241E-1,1.000968475E0,9.439370728E0,9.494319869E0
8.107717500E-1,1.612147522E-1,1.079105988E0,9.348210297E0,9.411668060E0
8.207967500E-1,1.354682922E-1,1.071920929E0,9.317823486E0,9.380255895E0
8.308217500E-1,1.317260742E-1,1.076561279E0,9.312584381E0,9.375530054E0
8.408467500E-1,1.118174744E-1,1.083896027E0,9.405541077E0,9.468449540E0
8.508707500E-1,1.830693054E-1,1.069076843E0,9.536369019E0,9.597852558E0
8.608957500E-1,2.357597351E-1,1.074914703E0,9.815688171E0,9.877183736E0
8.709207500E-1,1.627116394E-1,1.108594666E0,9.954299927E0,1.001716248E1
8.809457500E-1,1.426533508E-1,1.018631744E0,9.910441132E0,9.963674223E0
8.909697500E-1,2.234852600E-1,9.699829102E-1,1.003662872E1,1.008586777E1
9.009947500E-1,2.903961182E-1,9.551637268E-1,1.001163071E1,1.006128307E1
9.110197500E-1,3.769161987E-1,9.851014709E-1,9.918823700E0,9.974745827E0
9.210437500E-1,3.299139404E-1,9.410929871E-1,9.946815491E0,9.996681331E0
9.310687500E-1,2.968327332E-1,9.888436890E-1,9.980944519E0,1.003420027E1
9.410937500E-1,2.306703186E-1,1.053958282E0,9.948911133E0,1.000724086E1
9.511187500E-1,1.636097717E-1,1.052162018E0,9.884994049E0,9.942178857E0
9.611427500E-1,1.480421448E-1,1.118025055E0,9.804910583E0,9.869557642E0
9.711677500E-1,1.369651794E-1,1.172511749E0,9.751322021E0,9.822516196E0
9.811927500E-1,1.094224548E-1,1.128503265E0,9.658814392E0,9.725131791E0
9.912177500E-1,1.835183716E-1,1.123862915E0,9.633966064E0,9.701033397E0
1.001241750E0,2.460882568E-1,1.104702759E0,9.707762604E0,9.773514331E0
1.011266750E0,2.508782959E-1,1.042432251E0,9.744136963E0,9.802949050E0
1.021291750E0,2.601589966E-1,1.065933380E0,9.784702606E0,9.846029746E0
1.031316750E0,1.884580994E-1,1.058598633E0,9.787247314E0,9.846134141E0
1.041340750E0,1.637594604E-1,1.054856415E0,9.721983032E0,9.780413759E0
1.051365750E0,2.049238586E-1,1.048120422E0,9.771529999E0,9.829717632E0
1.061390750E0,2.685415649E-1,1.078507233E0,9.868079224E0,9.930472294E0
1.071415750E0,2.133064270E-1,1.082399139E0,9.850266266E0,9.911853159E0
1.081439750E0,1.020877075E-1,1.034049683E0,9.867330780E0,9.921889808E0
1.091464750E0,5.882766724E-2,9.747729492E-1,9.876162415E0,9.924325017E0
1.101489750E0,2.022294617E-1,9.942324829E-1,9.923164673E0,9.974898100E0
1.111514750E0,2.872526550E-1,1.061293030E0,9.960287476E0,1.002078757E1
1.121538750E0,2.103126526E-1,1.088686066E0,9.881251831E0,9.943269408E0
1.131563750E0,1.666035461E-1,1.115630035E0,9.872719574E0,9.936950181E0
1.141588750E0,1.049317932E-1,1.108744354E0,9.936337280E0,9.998556059E0
1.151613750E0,1.537303162E-1,1.024170227E0,9.887089691E0,9.941182034E0
1.161637750E0,1.808239746E-1,1.091380463E0,9.958341522E0,1.001959952E1
1.171662750E0,1.405577087E-1,1.129401398E0,9.948911133E0,1.001379732E1
1.181687750E0,2.284249878E-1,1.143322449E0,9.753717041E0,9.823154295E0
1.191712750E0,2.137554932E-1,1.124611359E0,9.624685364E0,9.692523432E0
1.201736750E0,1.541793823E-2,1.152154083E0,9.555978241E0,9.625196979E0
1.211761750E0,3.382965088E-2,1.187779999E0,9.344019012E0,9.419270517E0
1.221786750E0,1.920506287E-1,1.188229065E0,9.408085785E0,9.484769364E0
1.231811750E0,3.353027344E-1,1.162931671E0,9.479636993E0,9.556587023E0
1.241835750E0,2.942880249E-1,1.120120697E0,9.545200653E0,9.615203135E0
1.251860750E0,1.817221069E-1,1.051712952E0,9.693991241E0,9.752568341E0
1.261885750E0,1.592687988E-1,1.051114197E0,9.771380310E0,9.829042719E0
1.271910750E0,2.028282166E-1,1.013542328E0,9.813742218E0,9.868026330E0
1.281934750E0,2.435435486E-1,1.047371979E0,9.820627899E0,9.879323553E0
1.291959750E0,1.462458801E-1,1.056652679E0,9.758507080E0,9.816637060E0
1.301984750E0,1.380130005E-1,1.065484314E0,9.765542450E0,9.824465571E0
1.312008750E0,2.007325745E-1,1.080752563E0,9.807604980E0,9.869013888E0
1.322033750E0,1.944456482E-1,1.022673340E0,9.852212219E0,9.907055843E0
1.332058750E0,2.493814087E-1,9.684860229E-1,9.977651367E0,1.002764594E1
1.342083750E0,2.803669739E-1,9.581575012E-1,1.009321106E1,1.014246424E1
1.352107750E0,2.662962341E-1,8.984317017E-1,1.012464569E1,1.016791737E1
1.362132750E0,3.189866638E-1,8.472381592E-1,1.014365616E1,1.018397394E1
1.372157750E0,3.323089600E-1,8.659492493E-1,1.016057098E1,1.020281824E1
1.382182750E0,3.266207886E-1,9.072633362E-1,1.009665390E1,1.014259473E1
1.392206750E0,3.131488037E-1,9.312135315E-1,1.000519409E1,1.005331436E1
1.402231750E0,2.564167786E-1,9.662406921E-1,9.899813232E0,9.950159430E0
1.412256750E0,1.859133911E-1,1.015937347E0,9.701026611E0,9.755850029E0
1.422281750E0,2.079176331E-1,1.059796143E0,9.508676605E0,9.569813394E0
1.432305750E0,2.023791504E-1,1.106798401E0,9.302704926E0,9.370500464E0
1.442330750E0,2.345622253E-1,1.101559296E0,9.150621185E0,9.219670298E0
1.452355750E0,2.412982178E-1,1.103654938E0,9.198072510E0,9.267190348E0
1.462380750E0,2.474354553E-1,1.075363770E0,9.310788116E0,9.375948320E0
1.472404750E0,2.704875183E-1,1.010249176E0,9.535171509E0,9.592354382E0
1.482429750E0,2.740800476E-1,9.599537659E-1,9.781409454E0,9.832222639E0
1.492454750E0,2.044747925E-1,9.153465271E-1,9.926906891E0,9.971115766E0
1.502479750E0,1.751358032E-1,9.048683167E-1,9.939331055E0,9.981971801E0
1.512503750E0,1.163081360E-1,8.767268372E-1,9.920320587E0,9.959665561E0
1.522528750E0,1.893562317E-1,8.728349304E-1,9.953701172E0,9.993691191E0
1.532553750E0,3.306623840E-1,8.810678101E-1,9.987830200E0,1.003206710E1
1.542578750E0,3.586541748E-1,8.610095215E-1,1.000968475E1,1.005304725E1
1.552602750E0,3.570075989E-1,8.412506104E-1,1.014006363E1,1.018116140E1
1.562627750E0,3.329077148E-1,8.719367981E-1,1.022598495E1,1.026848916E1
1.572652750E0,2.862048340E-1,8.470884705E-1,1.015233810E1,1.019163584E1
1.582677750E0,3.165916443E-1,8.316705322E-1,1.005099884E1,1.009031634E1
1.592701750E0,3.766168213E-1,8.698411560E-1,9.930499420E0,9.975634446E0
1.602726750E0,3.185375977E-1,8.981323242E-1,9.788594513E0,9.834871144E0
1.612751750E0,2.924917603E-1,9.047186279E-1,9.661808167E0,9.708481049E0
1.622775750E0,3.059637451E-1,9.282197571E-1,9.601782990E0,9.651395874E0
1.632800750E0,3.029699707E-1,9.533674622E-1,9.565708008E0,9.617872426E0
1.642825750E0,3.378474426E-1,9.493258667E-1,9.536967773E0,9.590052910E0
1.652850750E0,3.194357300E-1,9.343569946E-1,9.551188202E0,9.602096555E0
1.662874750E0,2.601589966E-1,8.924441528E-1,9.653425598E0,9.698080483E0
1.672899750E0,2.559677124E-1,8.798703003E-1,9.762398987E0,9.805311071E0
1.682924750E0,2.815644836E-1,8.999285889E-1,9.846374359E0,9.891422448E0
1.692949750E0,3.183879089E-1,9.154962158E-1,9.965077515E0,1.001210637E1
1.702973750E0,2.802172852E-1,8.500822449E-1,1.000010468E1,1.004008242E1
1.712998750E0,2.971321106E-1,7.536827087E-1,1.002884491E1,1.006151357E1
1.723023750E0,3.394940186E-1,7.626640320E-1,1.009919861E1,1.013364323E1
1.733048750E0,2.948867798E-1,7.613168335E-1,1.006851242E1,1.010155948E1
1.743072750E0,2.772235107E-1,8.352630615E-1,1.000938538E1,1.004800044E1
1.753097750E0,2.707868958E-1,8.589138794E-1,9.923014984E0,9.963798722E0
1.763122833E0,2.827619934E-1,8.634045410E-1,9.846524048E0,9.888349588E0
1.773147833E0,2.665956116E-1,8.641529846E-1,9.825417938E0,9.866948427E0
1.783171833E0,2.646496582E-1,8.375083923E-1,9.794282684E0,9.833586988E0
1.793196833E0,2.704875183E-1,8.279283142E-1,9.749675446E0,9.788503465E0
1.803221833E0,3.005749512E-1,8.719367981E-1,9.662706299E0,9.706622075E0
1.813246833E0,3.616479492E-1,8.385562134E-1,9.601034546E0,9.644367792E0
1.823270833E0,3.342549133E-1,8.321195984E-1,9.673932953E0,9.715406741E0
1.833295833E0,3.394940186E-1,8.318202209E-1,9.830956421E0,9.871924089E0
1.843320833E0,3.155438232E-1,8.196954346E-1,9.978549500E0,1.001713126E1
1.853344833E0,2.401007080E-1,7.818241882E-1,1.006462051E1,1.009779597E1
1.863369833E0,2.145039368E-1,7.773335266E-1,1.009665390E1,1.012880444E1
1.873394833E0,2.475851440E-1,7.750881958E-1,1.002944366E1,1.006239536E1
1.883419833E0,2.965333557E-1,8.316705322E-1,9.965077515E0,1.000411804E1
1.893443833E0,3.252735901E-1,8.487350464E-1,9.946366425E0,9.987810528E0
1.903468833E0,2.854563904E-1,8.367599487E-1,9.887688446E0,9.927136313E0
1.913493833E0,2.606080627E-1,8.291258240E-1,9.776619415E0,9.815174649E0
1.923518833E0,2.409988403E-1,8.431965637E-1,9.678273926E0,9.717924010E0
1.933542833E0,2.778222656E-1,8.756790161E-1,9.645192719E0,9.688846243E0
1.943567833E0,3.514691162E-1,9.168434143E-1,9.699080658E0,9.748656215E0
1.953592833E0,3.625460815E-1,9.301657104E-1,9.745633850E0,9.796633455E0
1.963617833E0,3.040177917E-1,9.289682007E-1,9.780361633E0,9.829083498E0
1.973641833E0,2.471360779E-1,8.592132568E-1,9.820478210E0,9.861091012E0
1.983666833E0,2.591111755E-1,7.940986633E-1,9.867480469E0,9.902772445E0
1.993691833E0,3.138972473E-1,7.768844604E-1,9.915380859E0,9.950721508E0
2.003716833E0,2.639012146E-1,7.800279236E-1,9.899663544E0,9.933852510E0
2.013740833E0,2.749781799E-1,8.051756287E-1,9.912237396E0,9.948686898E0
2.023765833E0,3.336561584E-1,8.663983154E-1,9.956694946E0,9.999887336E0
2.033790833E0,2.980302429E-1,8.851094055E-1,9.927805023E0,9.971637441E0
2.043814833E0,2.258802795E-1,8.836125183E-1,9.863887939E0,9.905961754E0
2.053839833E0,2.218386841E-1,8.692424011E-1,9.838590546E0,9.879405786E0
2.063864833E0,2.612068176E-1,8.848100281E-1,9.831106110E0,9.874298209E0
2.073889833E0,2.785707092E-1,9.027726746E-1,9.809251556E0,9.854644399E0
2.083913833E0,3.091072083E-1,9.035211182E-1,9.812993774E0,9.859348077E0
2.093938833E0,3.257226562E-1,9.289682007E-1,9.785001984E0,9.834395812E0
2.103963833E0,3.023712158E-1,9.150471497E-1,9.712552643E0,9.760246845E0
2.113988833E0,2.941383362E-1,9.033714294E-1,9.662556610E0,9.709150197E0
2.124012833E0,3.049159241E-1,9.123527527E-1,9.744286652E0,9.791653773E0
2.134037833E0,2.817141724E-1,8.620573425E-1,9.878856812E0,9.920399067E0
2.144062833E0,2.417472839E-1,8.646020508E-1,9.926906891E0,9.967419871E0
2.154087833E0,2.658471680E-1,9.120533752E-1,9.930798798E0,9.976135566E0
2.164111833E0,2.377056885E-1,8.818162537E-1,9.828561401E0,9.870902852E0
2.174136833E0,2.347119141E-1,9.009764099E-1,9.771380310E0,9.815636573E0
2.184161833E0,2.930905151E-1,9.707313538E-1,9.798773346E0,9.851100471E0
2.194186833E0,3.442840576E-1,9.653425598E-1,9.833201752E0,9.886469262E0
2.204210833E0,3.315605164E-1,9.705816650E-1,9.863588562E0,9.916770667E0
2.214235833E0,2.243833923E-1,9.738748169E-1,9.873468018E0,9.923918115E0
2.224260833E0,1.814227295E-1,9.346563721E-1,9.884994049E0,9.930740360E0
2.234285833E0,2.267784119E-1,9.183403015E-1,9.894723816E0,9.939835851E0
2.244309833E0,3.171903992E-1,8.978329468E-1,9.911938019E0,9.957571443E0
2.254334833E0,3.863465881E-1,8.866062927E-1,1.003423370E1,1.008073313E1
2.264359833E0,3.121009827E-1,8.765771484E-1,1.013063324E1,1.017327501E1
2.274383833E0,2.406994629E-1,8.518785095E-1,1.009725266E1,1.013598266E1
2.284408833E0,2.347119141E-1,8.300239563E-1,1.002151016E1,1.005856329E1
2.294433833E0,2.252815247E-1,8.247848511E-1,9.862989807E0,9.899979280E0
2.304458833E0,2.736309814E-1,8.472381592E-1,9.760303345E0,9.800826893E0
2.314482833E0,3.305126953E-1,8.717871094E-1,9.772577820E0,9.816951087E0
2.324507833E0,2.881507874E-1,9.131011963E-1,9.754914551E0,9.801792824E0
2.334532833E0,2.233355713E-1,9.551637268E-1,9.725575562E0,9.774918748E0
2.344557833E0,1.884580994E-1,9.794132996E-1,9.664352875E0,9.715682341E0
2.354581833E0,2.116598511E-1,1.033001862E0,9.592502289E0,9.650284602E0
2.364606833E0,1.666035461E-1,1.036295013E0,9.489666138E0,9.547535153E0
2.374631833E0,1.234931946E-1,1.012644196E0,9.420959015E0,9.476031215E0
2.384656833E0,1.353186035E-1,1.009949799E0,9.469907227E0,9.524570993E0
2.394680833E0,1.270857239E-1,9.494755554E-1,9.542057190E0,9.590021378E0
2.404705833E0,1.240919495E-1,9.478289795E-1,9.705666962E0,9.752627839E0
2.414730833E0,2.061213684E-1,9.677375793E-1,9.858349457E0,9.907878484E0
2.424755833E0,2.339634705E-1,9.509724426E-1,9.964778137E0,1.001278637E1
2.434779833E0,2.404000854E-1,9.592053223E-1,9.996362457E0,1.004515452E1
2.444804833E0,2.600093079E-1,9.500743103E-1,1.003393433E1,1.008216664E1
2.454829833E0,2.630030823E-1,9.839039612E-1,1.003228775E1,1.008385021E1
2.464853833E0,2.538720703E-1,9.255253601E-1,9.994865570E0,1.004083592E1
2.474878833E0,2.830613708E-1,9.211843872E-1,9.954599304E0,1.000113752E1
2.484903833E0,3.118016052E-1,9.376501465E-1,9.877359924E0,9.926663443E0
2.494928833E0,3.625460815E-1,9.255253601E-1,9.844877472E0,9.894930484E0
2.504952833E0,3.676354980E-1,9.380992126E-1,9.818532257E0,9.870094309E0
2.514977833E0,3.451821899E-1,9.069639587E-1,9.750423889E0,9.798596858E0
2.525002833E0,2.912942505E-1,9.199868774E-1,9.710157623E0,9.757991047E0
2.535027833E0,2.847079468E-1,9.135502625E-1,9.665400696E0,9.712651713E0
2.545051833E0,3.296145630E-1,9.930349731E-1,9.700427856E0,9.756693334E0
2.555076833E0,2.969824219E-1,1.066831512E0,9.653724976E0,9.717033186E0
2.565101833E0,2.791694641E-1,1.041085052E0,9.638456726E0,9.698538124E0
2.575126833E0,3.736230469E-1,1.035097504E0,9.679920502E0,9.742272935E0
2.585150833E0,3.854484558E-1,9.889933777E-1,9.800270233E0,9.857584646E0
2.595175833E0,3.387455750E-1,9.388476562E-1,9.883646851E0,9.933914563E0
2.605200833E0,3.282673645E-1,9.485774231E-1,9.945318604E0,9.995845173E0
2.615224833E0,3.348536682E-1,9.686357117E-1,9.942773895E0,9.995455710E0
2.625249833E0,3.046165466E-1,9.750723267E-1,9.905950470E0,9.958484423E0
2.635274833E0,3.149450684E-1,1.003662872E0,9.910890198E0,9.966557784E0
2.645299833E0,2.959346008E-1,1.002465363E0,9.898466034E0,9.953499079E0
2.655323833E0,3.071612549E-1,9.307644653E-1,9.926607513E0,9.974878809E0
2.665348833E0,2.775228882E-1,9.711804199E-1,9.971065063E0,1.002209304E1
2.675373833E0,2.764750671E-1,9.834548950E-1,9.949659576E0,1.000196719E1
2.685398833E0,3.366499329E-1,9.909393311E-1,9.906249847E0,9.961379421E0
2.695422833E0,3.297642517E-1,9.836045837E-1,9.844129028E0,9.898641259E0
2.705447833E0,2.968327332E-1,9.699829102E-1,9.778116302E0,9.830591790E0
2.715472833E0,3.185375977E-1,1.005608826E0,9.771080933E0,9.827855204E0
2.725497833E0,2.580633545E-1,1.047072601E0,9.660311279E0,9.720317471E0
2.735521833E0,1.255888367E-1,1.059945831E0,9.502239990E0,9.561998879E0
2.745546833E0,1.901046753E-1,9.692344666E-1,9.469907227E0,9.521276076E0
2.755571833E0,4.255650330E-1,9.954299927E-1,9.679920502E0,9.740269369E0
2.765595375E0,3.604504395E-1,1.066831512E0,9.819280701E0,9.883639384E0
2.775620375E0,1.601669312E-1,1.031055908E0,9.889335022E0,9.944228321E0
2.785645375E0,1.836680603E-1,9.422904968E-1,9.977501678E0,1.002358145E1
2.795670375E0,2.776725769E-1,9.087602234E-1,1.005593857E1,1.010073501E1
2.805694375E0,2.865042114E-1,9.439370728E-1,1.004381378E1,1.009214036E1
2.815719375E0,1.661544800E-1,9.898915100E-1,9.884245605E0,9.935079451E0
2.825744375E0,9.145980835E-2,9.909393311E-1,9.711355133E0,9.762210005E0
2.835769375E0,1.755848694E-1,9.904902649E-1,9.586664429E0,9.639296441E0
2.845793375E0,2.927911377E-1,1.042132874E0,9.601483612E0,9.662311066E0
2.855818375E0,2.754272461E-1,1.033151550E0,9.714797974E0,9.773462128E0
2.865843375E0,2.125579834E-1,9.770182800E-1,9.816735992E0,9.867525078E0
2.875868375E0,1.871109009E-1,8.857081604E-1,9.878108368E0,9.919501719E0
2.885892375E0,2.203417969E-1,8.455915833E-1,9.953850861E0,9.992133035E0
2.895917375E0,2.288740540E-1,8.930429077E-1,9.995164948E0,1.003759091E1
2.905942375E0,2.474354553E-1,9.484277344E-1,1.006432114E1,1.011193846E1
2.915966375E0,2.531236267E-1,9.416917419E-1,1.009949799E1,1.014646315E1
2.925991375E0,2.086660767E-1,9.214837646E-1,1.001866608E1,1.006311800E1
2.936016375E0,1.799258423E-1,9.276210022E-1,9.895472260E0,9.940484157E0
2.946041375E0,2.157014465E-1,9.563612366E-1,9.796677704E0,9.845610594E0
2.956065375E0,3.103047180E-1,1.012344818E0,9.756112061E0,9.813401734E0
2.966090375E0,3.206332397E-1,1.031804352E0,9.767338715E0,9.826918716E0
2.976115375E0,3.094065857E-1,1.031504974E0,9.793983307E0,9.853011923E0
2.986140375E0,2.877017212E-1,1.028062134E0,9.776020660E0,9.834137684E0
2.996164375E0,2.815644836E-1,9.961784363E-1,9.766739960E0,9.821448950E0
3.006189375E0,2.827619934E-1,9.783654785E-1,9.773475952E0,9.826392295E0
3.016214375E0,2.225871277E-1,9.933343506E-1,9.760453033E0,9.813393989E0
3.026239375E0,2.833607483E-1,1.015338593E0,9.729617157E0,9.786554848E0
3.036263375E0,3.472778320E-1,1.010099487E0,9.728569336E0,9.787030407E0
3.046288375E0,2.591111755E-1,1.006956024E0,9.740544434E0,9.795882038E0
3.056313375E0,2.293231201E-1,1.031504974E0,9.800719299E0,9.857519485E0
3.066337375E0,3.203338623E-1,1.026415558E0,9.837692413E0,9.896278831E0
3.076362375E0,3.764671326E-1,1.004710693E0,9.911638641E0,9.969541195E0
3.086387375E0,3.433859253E-1,9.898915100E-1,9.982291718E0,1.003712843E1
3.096412375E0,3.179388428E-1,9.862989807E-1,1.000459534E1,1.005812103E1
3.106436375E0,2.890489197E-1,1.003513184E0,9.945168915E0,9.999848635E0
3.116461375E0,2.601589966E-1,9.328601074E-1,9.850565643E0,9.898058101E0
3.126486375E0,2.977308655E-1,9.795629883E-1,9.825417938E0,9.878614527E0
3.136511375E0,3.118016052E-1,1.038690033E0,9.795031128E0,9.854883664E0
3.146535375E0,3.436853027E-1,1.072669373E0,9.718540192E0,9.783596610E0
3.156560375E0,3.547622681E-1,1.080004120E0,9.649084625E0,9.715816964E0
3.166585375E0,4.224215698E-1,1.086590424E0,9.600136414E0,9.670663777E0
3.176609375E0,4.218228149E-1,1.123563538E0,9.644743652E0,9.719125970E0
3.186634375E0,3.097059631E-1,1.066981201E0,9.694589996E0,9.758044982E0
3.196659375E0,3.049159241E-1,9.880952454E-1,9.752519531E0,9.807188340E0
3.206684375E0,3.785627747E-1,9.602531433E-1,9.847571869E0,9.901518449E0
3.216708375E0,3.775149536E-1,9.636959839E-1,9.885742493E0,9.939775255E0
3.226733375E0,3.755690002E-1,9.851014709E-1,9.908345490E0,9.964275554E0
3.236758375E0,3.718267822E-1,9.858499146E-1,9.899663544E0,9.955576000E0
3.246783375E0,3.399430847E-1,9.987231445E-1,9.834698639E0,9.891122613E0
3.256807375E0,3.194357300E-1,1.004710693E0,9.845476227E0,9.901761707E0
3.266832375E0,2.884501648E-1,1.008153534E0,9.852212219E0,9.907858631E0
3.276857375E0,3.061134338E-1,1.034349060E0,9.792187042E0,9.851421749E0
3.286881375E0,3.456312561E-1,1.053808594E0,9.760602722E0,9.823407709E0
